"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","DistributionChannel","UserLanguage","consent","id","com.1","com.2","v.c1_s","p.c1_s","i.c1_s","u.c1_s","a.c1_s","att_s","z","q_s","q_s_DO","v.c1_t","p.c1_t","i.c1_t","u.c1_t","a.c1_t","att_t","q_t","q_t_DO","v.m1_s","p.m1_s","i.m1_s","u.m1_s","a.m1_s","att_s.1","v.m1_t","p.m1_t","i.m1_t","u.m1_t","a.m1_t","att_t.1","FL_14_DO","FL_109_DO","FL_110_DO","casevienna_DO","casetech.pizza_DO","messagevienna_DO","messagetech.pizza_DO"
"5/13/2024 8:13","5/13/2024 8:15","0","100","120","1","5/13/2024 8:15","","","","","anonymous","EN","1",81,"7","1","","","","","","","sometimes the delivery speed is more important to focus on than the product itself","","","","","","","","","1","0|0|1","","","","","","","3","3","3","3","4","4","FL_107","","FL_85","","","","Q288|att_f|p.m1_t|v.m1_t|a.m1_t|i.m1_t|u.m1_t|att_t"
"5/13/2024 8:11","5/13/2024 8:15","0","100","235","1","5/13/2024 8:15","","","","","anonymous","EN","1",82,"7","1","5","1","4","2","5","4","That the reason babies have been dieng is beacuse of doctors not washing hands.We should be more hygenic.","0","0|0|1","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|v.c1_s|u.c1_s|i.c1_s|att_s|p.c1_s|a.c1_s","","",""
"5/13/2024 8:11","5/13/2024 8:15","0","100","252","1","5/13/2024 8:15","","","","","anonymous","EN","1",83,"7","1","","","","","","","Sometimes you need to think outside of the box in order to improve your business. You might be struggling because your product is bad, but if you find a new way to distribute it, often times people will be curious about the changes and will continue to buy from you.","","","4","5","4","4","5","4","1","0|0|1","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|i.c1_t|p.c1_t|a.c1_t|u.c1_t|v.c1_t|att_t","",""
"5/13/2024 8:14","5/13/2024 8:15","0","100","71","1","5/13/2024 8:15","","","","","anonymous","EN","1",84,"6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:12","5/13/2024 8:15","0","100","211","1","5/13/2024 8:15","","","","","anonymous","EN","1",85,"7","1","","","","","","","If something doesn't work as you initially thought you can  explore other options ","","","5","4","6","7","6","4","1","0|0|1","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|a.c1_t|i.c1_t|v.c1_t|u.c1_t|p.c1_t|att_t","",""
"5/13/2024 8:13","5/13/2024 8:15","0","100","146","1","5/13/2024 8:15","","","","","anonymous","EN","1",86,"7","1","","","","","","","Apparently dominos started using an app and made loads of money. But there was nowhere near enough information on other factors to be able to actually determine if the reason given was the main source of increased income.","","","1","2","1","1","1","4","1","0|0|1","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|p.c1_t|a.c1_t|att_t|u.c1_t|v.c1_t|i.c1_t","",""
"5/13/2024 8:12","5/13/2024 8:15","0","100","187","1","5/13/2024 8:15","","","","","anonymous","EN","1",87,"7","1","","","","","","","its not always about the product itself but about the way how it can be customised to meet our needs","","","5","5","5","5","6","4","1","0|1|0","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|att_t|p.c1_t|i.c1_t|a.c1_t|v.c1_t|u.c1_t","",""
"5/13/2024 8:10","5/13/2024 8:15","0","100","292","1","5/13/2024 8:15","","","","","anonymous","EN","1",88,"7","1","","","","","","","Let people make their own decisions if they say your choice is bad","","","5","3","3","5","4","4","0","1|0|0","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|v.c1_t|u.c1_t|i.c1_t|att_t|p.c1_t|a.c1_t","",""
"5/13/2024 8:15","5/13/2024 8:15","0","100","48","1","5/13/2024 8:15","","","","","anonymous","EN","1",89,"6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:14","5/13/2024 8:15","0","100","74","1","5/13/2024 8:15","","","","","anonymous","EN","1",90,"6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:12","5/13/2024 8:15","0","100","186","1","5/13/2024 8:15","","","","","anonymous","EN","1",91,"7","1","5","4","5","5","5","4","Washing your hands prevents the spread of germs and infections.","0","0|1|0","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|u.c1_s|a.c1_s|i.c1_s|p.c1_s|v.c1_s|att_s","","",""
"5/13/2024 8:12","5/13/2024 8:15","0","100","223","1","5/13/2024 8:15","","","","","anonymous","EN","1",92,"7","1","","","","","","","That often times how I product is delivered is more important than the quality of the product itself. Increasing its accessibility is what makes the product more alluring.","","","","","","","","","1","1|0|0","","","","","","","4","2","3","4","5","4","FL_107","","FL_85","","","","Q288|att_f|v.m1_t|a.m1_t|i.m1_t|u.m1_t|att_t|p.m1_t"
"5/13/2024 8:12","5/13/2024 8:15","0","100","216","1","5/13/2024 8:15","","","","","anonymous","EN","1",93,"7","1","5","3","5","4","3","4","I'd already heard about this study (though I didn't remember the doctor's name or the date), but it's always interesting to think about it.","0","0|0|1","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|v.c1_s|p.c1_s|a.c1_s|i.c1_s|att_s|u.c1_s","","",""
"5/13/2024 8:14","5/13/2024 8:15","0","100","92","1","5/13/2024 8:15","","","","","anonymous","EN","1",94,"7","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:12","5/13/2024 8:16","0","100","226","1","5/13/2024 8:16","","","","","anonymous","EN","1",95,"7","1","","","","","","","regardless of the evidence, undelining theories always help with persuading others","1","1|0|0","","","","","","","","","5","4","5","4","4","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|i.m1_s|p.m1_s|u.m1_s|a.m1_s|v.m1_s|att_s",""
"5/13/2024 8:15","5/13/2024 8:16","0","100","26","1","5/13/2024 8:16","","","","","anonymous","EN","1",96,"6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:11","5/13/2024 8:16","0","100","299","1","5/13/2024 8:16","","","","","anonymous","EN","1",97,"7","1","5","1","3","5","5","4","Learned the importance of washing hands and of conducting observational research ","0","1|0|0","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|u.c1_s|v.c1_s|a.c1_s|i.c1_s|p.c1_s|att_s","","",""
"5/13/2024 8:14","5/13/2024 8:16","0","100","76","1","5/13/2024 8:16","","","","","anonymous","EN","1",98,"6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:10","5/13/2024 8:16","0","100","341","1","5/13/2024 8:16","","","","","anonymous","EN","1",99,"7","1","","","","","","","In thought me that costumer experience is one of the most important aspect of a company, and being able to make make focused investments in these kind of projects can go a long way toward success. ","","","5","6","6","2","3","4","1","0|0|1","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|i.c1_t|v.c1_t|p.c1_t|att_t|u.c1_t|a.c1_t","",""
"5/13/2024 8:12","5/13/2024 8:16","0","100","205","1","5/13/2024 8:16","","","","","anonymous","EN","1",100,"7","1","","","","","","","Sometimes, the issue is not the product itself but the delivery and presentation that makes it successful","","","","","","","","","1","0|0|1","","","","","","","6","6","6","6","6","4","FL_107","","FL_85","","","","Q288|att_f|u.m1_t|i.m1_t|att_t|v.m1_t|p.m1_t|a.m1_t"
"5/13/2024 8:12","5/13/2024 8:16","0","100","243","1","5/13/2024 8:16","","","","","anonymous","EN","1",101,"7","1","","","","","","","Since I do research, it is moderately insightful in the sense that it highlights something I have previously learned: even if we have a lot of evidence to claim something, it still requires the backup of previous scientific research","1","1|0|0","","","","","","","","","5","1","5","5","5","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|v.m1_s|i.m1_s|att_s|p.m1_s|u.m1_s|a.m1_s",""
"5/13/2024 8:14","5/13/2024 8:16","0","100","126","1","5/13/2024 8:16","","","","","anonymous","EN","1",102,"5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:13","5/13/2024 8:16","0","100","174","1","5/13/2024 8:16","","","","","anonymous","EN","1",103,"7","1","","","","","","","Sometimes it's better to think outside of the box rather than making quality matter most","","","4","4","4","4","5","4","1","0|0|1","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|a.c1_t|v.c1_t|att_t|i.c1_t|u.c1_t|p.c1_t","",""
"5/13/2024 8:13","5/13/2024 8:16","0","100","159","1","5/13/2024 8:16","","","","","anonymous","EN","1",104,"7","1","3","1","5","3","3","4","I learned how important it is to wash your hands.","1","0|1|0","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|i.c1_s|p.c1_s|a.c1_s|v.c1_s|att_s|u.c1_s","","",""
"5/13/2024 8:14","5/13/2024 8:16","0","100","100","1","5/13/2024 8:16","","","","","anonymous","EN","1",105,"7","1","","","","","","","it gives some insight that compelling info must be backed up by a theory and ive taken note of this","1","0|0|1","","","","","","","","","3","3","5","5","4","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|i.m1_s|att_s|u.m1_s|p.m1_s|v.m1_s|a.m1_s",""
"5/13/2024 8:14","5/13/2024 8:16","0","100","124","1","5/13/2024 8:16","","","","","anonymous","EN","1",106,"7","1","","","","","","","That even if you strongly believe something when provided with alternative evidence supporting otherwise you can change your view.","1","0|0|1","","","","","","","","","6","5","5","5","6","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|v.m1_s|i.m1_s|att_s|a.m1_s|p.m1_s|u.m1_s",""
"5/13/2024 8:11","5/13/2024 8:16","0","100","291","1","5/13/2024 8:16","","","","","anonymous","EN","1",107,"7","1","","","","","","","This lesson taught me that somethings do not require change a little moderation here and there could go a long way","","","","","","","","","1","1|0|0","","","","","","","4","5","5","4","4","4","FL_107","","FL_85","","","","Q288|att_f|att_t|u.m1_t|a.m1_t|i.m1_t|p.m1_t|v.m1_t"
"5/13/2024 8:10","5/13/2024 8:16","0","100","375","1","5/13/2024 8:16","","","","","anonymous","EN","1",108,"7","1","","","","","","","I find this theory fascinating, but the preferred outcome is dependent on the student's frame of reason and logical approaches to theories. Not everybody can be convinced of a proven matter, even if there is an immense amount of proof. Politics for one, is seldomly influenced by logic and more to do with history, emotion and prejudice.","0","0|0|1","","","","","","","","","6","5","6","6","7","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|u.m1_s|att_s|i.m1_s|a.m1_s|v.m1_s|p.m1_s",""
"5/13/2024 8:11","5/13/2024 8:16","0","100","320","1","5/13/2024 8:16","","","","","anonymous","EN","1",109,"7","1","5","3","5","5","6","4","Due to a doctor in the 1800s noticing an unusual 3 to 1 ratio of child death rates at a particular hospital relative to others, he managed to discern that lack of hand washing was negatively affecting these birth rates which lead to him discovering the basis of germ theory.","0","0|1|0","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|p.c1_s|i.c1_s|u.c1_s|a.c1_s|v.c1_s|att_s","","",""
"5/13/2024 8:14","5/13/2024 8:16","0","100","143","1","5/13/2024 8:16","","","","","anonymous","EN","1",110,"7","1","","","","","","","We shouldn't focus only on improving the product. Sometimes, it can be better to improve on other areas, such as delivery, to make our product as a whole better.","","","","","","","","","1","0|0|1","","","","","","","3","4","3","3","4","4","FL_107","","FL_85","","","","Q288|att_f|p.m1_t|v.m1_t|i.m1_t|u.m1_t|a.m1_t|att_t"
"5/13/2024 8:14","5/13/2024 8:16","0","100","118","1","5/13/2024 8:16","","","","","anonymous","EN","1",111,"7","1","","","","","","","Well I learned that even if your main goal/business is lacking people will be willing to accept that as long as you innovate and improve in other areas.","","","5","5","5","5","5","4","1","0|1|0","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|p.c1_t|v.c1_t|i.c1_t|a.c1_t|u.c1_t|att_t","",""
"5/13/2024 8:13","5/13/2024 8:16","0","100","162","1","5/13/2024 8:16","","","","","anonymous","EN","1",112,"7","1","","","","","","","The insight showed that I need evidence to back up a theory in order to change people's  minds","1","0|0|1","","","","","","","","","4","4","4","5","5","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|u.m1_s|att_s|i.m1_s|p.m1_s|v.m1_s|a.m1_s",""
"5/13/2024 8:12","5/13/2024 8:16","0","100","233","1","5/13/2024 8:16","","","","","anonymous","EN","1",113,"7","1","4","6","6","3","4","4","I learned that investigation of the problem showed that child deaths were linked to the lack of hand washing at a hospital.  The information was not taken seriously until after the proof a herm theory years later.","0","0|0|1","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|p.c1_s|a.c1_s|v.c1_s|i.c1_s|att_s|u.c1_s","","",""
"5/13/2024 8:14","5/13/2024 8:16","0","100","136","1","5/13/2024 8:16","","","","","anonymous","EN","1",114,"7","1","","","","","","","that sometimes a quick delievery can be more important than the actual product","","","","","","","","","0","0|0|1","","","","","","","5","5","5","5","6","4","FL_107","","FL_85","","","","Q288|att_f|u.m1_t|i.m1_t|p.m1_t|a.m1_t|att_t|v.m1_t"
"5/13/2024 8:16","5/13/2024 8:16","0","100","34","1","5/13/2024 8:16","","","","","anonymous","EN","1",115,"6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:15","5/13/2024 8:16","0","100","43","1","5/13/2024 8:16","","","","","anonymous","EN","1",116,"5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:13","5/13/2024 8:16","0","100","170","1","5/13/2024 8:16","","","","","anonymous","EN","1",117,"7","1","","","","","","","LEARNING FROM ALL PERSPECTIVES","0","0|0|1","","","","","","","","","4","3","4","5","4","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|u.m1_s|p.m1_s|att_s|i.m1_s|v.m1_s|a.m1_s",""
"5/13/2024 8:12","5/13/2024 8:16","0","100","257","1","5/13/2024 8:16","","","","","anonymous","EN","1",118,"7","1","2","1","5","1","1","4","I discovered how doctors,at a certain hospital, who didn't wash their hands in the 1800s killed more babies than those who did wash their hands at another hospital.","0","0|0|1","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|i.c1_s|v.c1_s|u.c1_s|att_s|p.c1_s|a.c1_s","","",""
"5/13/2024 8:14","5/13/2024 8:16","0","100","153","1","5/13/2024 8:16","","","","","anonymous","EN","1",119,"7","1","","","","","","","It was a statement of common sense rather than anything particularly enlightening ","","","","","","","","","1","0|1|0","","","","","","","4","3","4","4","4","4","FL_107","","FL_85","","","","Q288|att_f|i.m1_t|att_t|u.m1_t|v.m1_t|p.m1_t|a.m1_t"
"5/13/2024 8:15","5/13/2024 8:16","0","100","100","1","5/13/2024 8:16","","","","","anonymous","EN","1",120,"5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:09","5/13/2024 8:16","0","100","410","1","5/13/2024 8:16","","","","","anonymous","EN","1",121,"7","1","","","","","","","Domino's was going through difficult times. They could have just quit, but they believed in their product, so they just focused on optimizing the processes. Time showed that the issue was not with the pizza as they astronomically raised their stock market value.","","","6","6","6","6","6","4","1","1|0|0","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|a.c1_t|att_t|i.c1_t|v.c1_t|u.c1_t|p.c1_t","",""
"5/13/2024 8:10","5/13/2024 8:16","0","100","360","1","5/13/2024 8:16","","","","","anonymous","EN","1",122,"7","1","","","","","","","Coming up with a functional online ordering service can add value to the stock price of an enterprise. Investors value e-commerce.","","","3","2","3","3","2","4","0","1|0|0","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|u.c1_t|a.c1_t|i.c1_t|v.c1_t|att_t|p.c1_t","",""
"5/13/2024 8:15","5/13/2024 8:16","0","100","74","1","5/13/2024 8:16","","","","","anonymous","EN","1",123,"7","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:11","5/13/2024 8:16","0","100","297","1","5/13/2024 8:16","","","","","anonymous","EN","1",124,"7","1","","","","","","","Sometimes the best way for a company to make the most money is to improve the way in which they deliver their product as opposed to improving the product itself","","","","","","","","","1","0|1|0","","","","","","","4","5","4","4","5","4","FL_107","","FL_85","","","","Q288|att_f|u.m1_t|v.m1_t|att_t|a.m1_t|i.m1_t|p.m1_t"
"5/13/2024 8:13","5/13/2024 8:16","0","100","178","1","5/13/2024 8:16","","","","","anonymous","EN","1",125,"7","1","","","","","","","Sometimes things can't be changed, but we can change the perspective or lense through which we look at the problem. Domino's didn't change their method of operation, but added convenience and changed the narrative ","","","4","3","4","5","5","4","0","0|0|1","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|u.c1_t|att_t|p.c1_t|a.c1_t|v.c1_t|i.c1_t","",""
"5/13/2024 8:14","5/13/2024 8:16","0","100","123","1","5/13/2024 8:16","","","","","anonymous","EN","1",126,"7","1","","","","","","","I learned that having a theory backing compelling evidence is useful ","1","1|0|0","","","","","","","","","3","3","4","3","4","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|a.m1_s|att_s|v.m1_s|i.m1_s|p.m1_s|u.m1_s",""
"5/13/2024 8:12","5/13/2024 8:16","0","100","241","1","5/13/2024 8:16","","","","","anonymous","EN","1",127,"7","1","7","7","7","7","7","4","That washing your hands is extremely valuable things to do especially if you're job is in the hospital ER room.","0","0|0|1","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|u.c1_s|p.c1_s|i.c1_s|a.c1_s|att_s|v.c1_s","","",""
"5/13/2024 8:14","5/13/2024 8:16","0","100","155","1","5/13/2024 8:16","","","","","anonymous","EN","1",128,"7","1","","","","","","","No mattet what people can be stubborn and don't like to admit they were wrong even if you have evidence that they were.","0","0|1|0","","","","","","","","","5","3","5","5","3","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|i.m1_s|u.m1_s|att_s|v.m1_s|p.m1_s|a.m1_s",""
"5/13/2024 8:13","5/13/2024 8:16","0","100","212","1","5/13/2024 8:17","","","","","anonymous","EN","1",129,"7","1","","","","","","","That in order to run a great business you have to take into perspective what the customers want.","","","6","6","7","4","6","4","1","0|1|0","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|p.c1_t|i.c1_t|att_t|v.c1_t|u.c1_t|a.c1_t","",""
"5/13/2024 8:12","5/13/2024 8:17","0","100","247","1","5/13/2024 8:17","","","","","anonymous","EN","1",130,"7","1","","","","","","","Dominos were having problems, but instead of improving their pizzas they introduced a system where you can select your own toppings.","","","2","1","2","2","3","4","1","1|0|0","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|a.c1_t|i.c1_t|p.c1_t|att_t|u.c1_t|v.c1_t","",""
"5/13/2024 8:13","5/13/2024 8:17","0","100","232","1","5/13/2024 8:17","","","","","anonymous","EN","1",131,"7","1","3","2","3","4","3","4","There was a doctor who theorized that washing hands during childbirth is crucial to the health of the patient, and only after a few decades did anyone listen to him, proving his point. When dealing with blood it is crucial to avoid any contamination.","0","0|0|1","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|u.c1_s|p.c1_s|a.c1_s|v.c1_s|att_s|i.c1_s","","",""
"5/13/2024 8:10","5/13/2024 8:17","0","100","408","1","5/13/2024 8:17","","","","","anonymous","EN","1",132,"7","1","4","2","5","4","5","4","How despite evidence being provided, it took decades (and many more lives) to adapt the germ theory.","1","0|1|0","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|v.c1_s|u.c1_s|a.c1_s|i.c1_s|p.c1_s|att_s","","",""
"5/13/2024 8:15","5/13/2024 8:17","0","100","87","1","5/13/2024 8:17","","","","","anonymous","EN","1",133,"5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:12","5/13/2024 8:17","0","100","257","1","5/13/2024 8:17","","","","","anonymous","EN","1",134,"7","1","","","","","","","Optimizing the system can lead to better results rather than making the product better.","","","4","5","5","4","4","4","1","0|1|0","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|i.c1_t|att_t|a.c1_t|u.c1_t|v.c1_t|p.c1_t","",""
"5/13/2024 8:16","5/13/2024 8:17","0","100","34","1","5/13/2024 8:17","","","","","anonymous","EN","1",135,"6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:10","5/13/2024 8:17","0","100","414","1","5/13/2024 8:17","","","","","anonymous","EN","1",136,"7","1","3","2","2","3","2","4","I learned that at some point in medical history, there was very little understanding about germs and microbacteria and the dangers of exposing a person's open body to those germs. I learned that it took a few years before this was common knowledge. I cannot say I myself learned about the importance of sanitizing your hands because I have lived all of my life knowing this.","0","1|0|0","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|att_s|p.c1_s|v.c1_s|u.c1_s|a.c1_s|i.c1_s","","",""
"5/13/2024 8:12","5/13/2024 8:17","0","100","266","1","5/13/2024 8:17","","","","","anonymous","EN","1",137,"7","1","","","","","","","It is not enough to showcase a few proofs to people, but it is important to always provide a well-detailed background on why proofs are proofs and not only theories. ","1","0|0|1","","","","","","","","","5","3","4","3","4","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|v.m1_s|att_s|p.m1_s|u.m1_s|a.m1_s|i.m1_s",""
"5/13/2024 8:11","5/13/2024 8:17","0","100","321","1","5/13/2024 8:17","","","","","anonymous","EN","1",138,"7","1","","","","","","","I learned that even if you can prove your case, you always have to expect that people will always require more information in order for them to be convinced. ","0","0|0|1","","","","","","","","","7","7","7","7","7","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|att_s|v.m1_s|a.m1_s|u.m1_s|i.m1_s|p.m1_s",""
"5/13/2024 8:12","5/13/2024 8:17","0","100","307","1","5/13/2024 8:17","","","","","anonymous","EN","1",139,"7","1","2","1","2","2","2","4","This lesson taught me nothing new, but just confirmed what I already knew- that often, people who have solod theories or are even proven to be right, are not listened to or taken seriously by the wider public. And of course, that hygiene is extremely important - especially in the medical field. As stated, I already knew both of these things but it was still an interesting thing to learn about.","0","1|0|0","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|att_s|a.c1_s|u.c1_s|i.c1_s|v.c1_s|p.c1_s","","",""
"5/13/2024 8:12","5/13/2024 8:17","0","100","292","1","5/13/2024 8:17","","","","","anonymous","EN","1",140,"7","1","4","7","5","4","3","4","Doctors should wash their hands during child birth to avoid child birth deaths","0","0|0|1","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|p.c1_s|u.c1_s|a.c1_s|i.c1_s|v.c1_s|att_s","","",""
"5/13/2024 8:14","5/13/2024 8:17","0","100","160","1","5/13/2024 8:17","","","","","anonymous","EN","1",141,"7","1","","","","","","","I learned that it doesn't necessarily matter what your product is, but your means to providing that product is just as important if not more important. ","","","5","5","5","4","6","4","1","0|0|1","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|a.c1_t|att_t|v.c1_t|p.c1_t|u.c1_t|i.c1_t","",""
"5/13/2024 8:11","5/13/2024 8:17","0","100","363","1","5/13/2024 8:17","","","","","anonymous","EN","1",142,"7","1","","","","","","","Dominos was strugling after the recession intead of changing thier product they introduced a new method, business idea and excelled from that point. Ideas can make or break you.","","","6","7","6","6","6","4","1","0|1|0","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|i.c1_t|att_t|v.c1_t|a.c1_t|p.c1_t|u.c1_t","",""
"5/13/2024 8:14","5/13/2024 8:17","0","100","181","1","5/13/2024 8:17","","","","","anonymous","EN","1",143,"7","1","","","","","","","It didn't provide much insight and didn't come across as useful or a memorable lesson, as the information provided was rather obvious and didn't teach anything new.","","","","","","","","","1","1|0|0","","","","","","","2","2","3","4","4","4","FL_107","","FL_85","","","","Q288|att_f|p.m1_t|v.m1_t|i.m1_t|u.m1_t|a.m1_t|att_t"
"5/13/2024 8:13","5/13/2024 8:17","0","100","221","1","5/13/2024 8:17","","","","","anonymous","EN","1",144,"7","1","","","","","","","Swift delivery matters more than the actual product being delivered, and should be prioritised more.","","","","","","","","","1","1|0|0","","","","","","","5","5","5","5","3","4","FL_107","","FL_85","","","","Q288|att_f|i.m1_t|u.m1_t|a.m1_t|att_t|p.m1_t|v.m1_t"
"5/13/2024 8:13","5/13/2024 8:17","0","100","243","1","5/13/2024 8:17","","","","","anonymous","EN","1",145,"7","1","3","3","5","5","4","4","I learned the reason doctors now wash their hands due germ theory,  however this could of save lives much earlier if they had listened to a report based on a data from two hospitals","0","1|0|0","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|a.c1_s|i.c1_s|v.c1_s|p.c1_s|att_s|u.c1_s","","",""
"5/13/2024 8:14","5/13/2024 8:17","0","100","152","1","5/13/2024 8:17","","","","","anonymous","EN","1",146,"7","1","","","","","","","I learnt that it’s quantity over quality. Improving the speed of production rather than the quality of production is more valuable.","","","","","","","","","0","0|1|0","","","","","","","2","2","2","2","2","4","FL_107","","FL_85","","","","Q288|att_f|v.m1_t|a.m1_t|u.m1_t|att_t|p.m1_t|i.m1_t"
"5/13/2024 8:14","5/13/2024 8:17","0","100","187","1","5/13/2024 8:17","","","","","anonymous","EN","1",147,"7","1","","","","","","","It gave the insight that companies may become more profitable by providing better services (for instance, speedwise), which is quite obvious.","","","","","","","","","1","0|1|0","","","","","","","3","2","4","3","3","4","FL_107","","FL_85","","","","Q288|att_f|att_t|i.m1_t|a.m1_t|p.m1_t|u.m1_t|v.m1_t"
"5/13/2024 8:11","5/13/2024 8:17","0","100","343","1","5/13/2024 8:17","","","","","anonymous","EN","1",148,"7","1","","","","","","","honestly, with just that one sentence it's kind of hard to judge how good a lecture is. but what i could gather from that sentence is that if you want to change people's opinions you can't just present proof, you need to dig deeper in the person's mind. if they are already questioning the topic, presenting proof might be enough, but if they are sure in their beliefs you'll need to start from the beginning","1","0|1|0","","","","","","","","","5","2","5","5","5","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|i.m1_s|p.m1_s|v.m1_s|u.m1_s|att_s|a.m1_s",""
"5/13/2024 8:11","5/13/2024 8:17","0","100","328","1","5/13/2024 8:17","","","","","anonymous","EN","1",149,"7","1","","","","","","","Sometimes you don't need to fix what is not broken, just work on something that will forever be important which is delivery.","","","","","","","","","1","1|0|0","","","","","","","3","4","4","3","5","4","FL_107","","FL_85","","","","Q288|att_f|a.m1_t|p.m1_t|i.m1_t|att_t|u.m1_t|v.m1_t"
"5/13/2024 8:16","5/13/2024 8:17","0","100","54","1","5/13/2024 8:17","","","","","anonymous","EN","1",150,"7","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:14","5/13/2024 8:17","0","100","160","1","5/13/2024 8:17","","","","","anonymous","EN","1",151,"7","1","","","","","","","I learnt that companies are often tempted to speed up work instead of fixing existing problems.","","","","","","","","","1","0|1|0","","","","","","","1","1","2","2","2","4","FL_107","","FL_85","","","","Q288|att_f|att_t|a.m1_t|v.m1_t|u.m1_t|i.m1_t|p.m1_t"
"5/13/2024 8:14","5/13/2024 8:17","0","100","177","1","5/13/2024 8:17","","","","","anonymous","EN","1",152,"7","1","6","5","5","5","3","4","I learned that you should always listen to what people have to say","0","0|0|1","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|att_s|v.c1_s|i.c1_s|p.c1_s|u.c1_s|a.c1_s","","",""
"5/13/2024 8:16","5/13/2024 8:17","0","100","47","1","5/13/2024 8:17","","","","","anonymous","EN","1",153,"5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
