StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,consent,pid,id,com.1,com.2,v.c1_s,p.c1_s,i.c1_s,u.c1_s,a.c1_s,att_s,z,q_s,q_s_DO,v.c1_t,p.c1_t,i.c1_t,u.c1_t,a.c1_t,att_t,q_t,q_t_DO,v.m1_s,p.m1_s,i.m1_s,u.m1_s,a.m1_s,att_s,v.m1_t,p.m1_t,i.m1_t,u.m1_t,a.m1_t,att_t,FL_14_DO,FL_109_DO,FL_110_DO,casevienna_DO,casetech/pizza_DO,messagevienna_DO,messagetech/pizza_DO
5/13/2024 8:12,5/13/2024 8:15,0,100,163,1,5/13/2024 8:15,,,,,anonymous,EN,1,617650f658b0e12a5a8dc056,6036906e5b4bac4295d49731,7,1,,,,,,,That in order for someone to take action he needs to learn a theory beforehand ,1,1|0|0,,,,,,,,,2,1,3,3,2,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|i.m1_s|u.m1_s|v.m1_s|p.m1_s|att_s|a.m1_s,
5/13/2024 8:12,5/13/2024 8:15,0,100,132,1,5/13/2024 8:15,,,,,anonymous,EN,1,60c1c8ade4bb1ec24514a4d5,5b02ad3ea496b300013d6b3a,7,1,5,6,5,6,4,4,It sometimes is important to be different because you can change the medical field.,0,1|0|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|att_s|v.c1_s|i.c1_s|a.c1_s|p.c1_s|u.c1_s,,,
5/13/2024 8:12,5/13/2024 8:15,0,100,159,1,5/13/2024 8:15,,,,,anonymous,EN,1,6078493b4fbb5fd33b499ab7,6002a3d10236d12bbce9aa3a,7,1,,,,,,,Learned that instead of quality they just changed the app,,,1,4,3,2,3,4,1,0|0|1,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|u.c1_t|p.c1_t|i.c1_t|v.c1_t|a.c1_t|att_t,,
5/13/2024 8:12,5/13/2024 8:15,0,100,160,1,5/13/2024 8:15,,,,,anonymous,EN,1,603440fb5478fc266d855faf,659ed34a88131f4ef36fdafe,7,1,,,,,,,i really have no idea,0,0|1|0,,,,,,,,,1,1,1,2,1,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|v.m1_s|i.m1_s|p.m1_s|a.m1_s|att_s|u.m1_s,
5/13/2024 8:13,5/13/2024 8:15,0,100,118,1,5/13/2024 8:15,,,,,anonymous,EN,1,611044a2eb8abb0a83e9ddb4,65a0e6f96d1220a64a0f5d8e,7,1,,,,,,,"That some people'd rather compromise quality for the sake of short term profits, which will almost surely fire back in the long run",,,,,,,,,1,1|0|0,,,,,,,2,1,1,1,1,4,FL_107,,FL_85,,,,Q288|att_f|att_t|v.m1_t|p.m1_t|u.m1_t|a.m1_t|i.m1_t
5/13/2024 8:12,5/13/2024 8:15,0,100,164,1,5/13/2024 8:15,,,,,anonymous,EN,1,601ae5ee8c799e3ef21c7816,60fd34d68de7efbcd7de57a0,7,1,,,,,,,I haven't learned much that would affect my day to day life.,,,,,,,,,1,0|1|0,,,,,,,5,4,4,4,5,4,FL_107,,FL_85,,,,Q288|att_f|v.m1_t|u.m1_t|att_t|a.m1_t|i.m1_t|p.m1_t
5/13/2024 8:09,5/13/2024 8:15,0,100,319,1,5/13/2024 8:15,,,,,anonymous,EN,1,5f7ec762e9dbb819b8b532c6,60ce3ac4d251ea55f805b485,7,1,,,,,,,I learnt that instead of focusing on the problem look for other ways to deal with the problem ,,,7,7,7,7,7,4,0,1|0|0,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|u.c1_t|p.c1_t|i.c1_t|att_t|a.c1_t|v.c1_t,,
5/13/2024 8:11,5/13/2024 8:15,0,100,198,1,5/13/2024 8:15,,,,,anonymous,EN,1,5f99a558093c0502ff4095b8,611044a2eb8abb0a83e9ddb4,7,1,5,5,6,5,7,4,I learned so much.,0,1|0|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|i.c1_s|a.c1_s|v.c1_s|u.c1_s|att_s|p.c1_s,,,
5/13/2024 8:11,5/13/2024 8:15,0,100,217,1,5/13/2024 8:15,,,,,anonymous,EN,1,6142589393c9f8b38086f20f,65583ffa38bfc41805a553cd,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:11,5/13/2024 8:15,0,100,198,1,5/13/2024 8:15,,,,,anonymous,EN,1,60fc284f0e2617bf65c1261a,60338f35010951035cca4a91,7,1,,,,,,,i think it was implying that by having a speedy delivery the mid-quality of a product can be overlooked,,,,,,,,,1,1|0|0,,,,,,,2,3,3,3,3,4,FL_107,,FL_85,,,,Q288|att_f|p.m1_t|att_t|i.m1_t|a.m1_t|u.m1_t|v.m1_t
5/13/2024 8:11,5/13/2024 8:15,0,100,250,1,5/13/2024 8:15,,,,,anonymous,EN,1,6138697ee94a5db859c4ed6d,6117c03443665d291c5d6bc3,7,1,5,5,6,5,6,4,i learnt washing hands is crucial.,0,0|0|1,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|a.c1_s|att_s|p.c1_s|v.c1_s|i.c1_s|u.c1_s,,,
5/13/2024 8:11,5/13/2024 8:15,0,100,212,1,5/13/2024 8:15,,,,,anonymous,EN,1,602e16ab9070c18f63bc078c,6078493b4fbb5fd33b499ab7,7,1,,,,,,,In order for someone to accept something they need evidence that can support your theory to justify why they should accept ,0,0|0|1,,,,,,,,,6,6,7,7,7,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|a.m1_s|p.m1_s|att_s|u.m1_s|i.m1_s|v.m1_s,
5/13/2024 8:12,5/13/2024 8:15,0,100,186,1,5/13/2024 8:15,,,,,anonymous,EN,1,5d30be1a9e15d300190e3bef,64eb676350bbe9c6c251cead,7,1,,,,,,,"In summary, theories and proven beliefs play a major role in influencing people's perspectives and decisions ",1,1|0|0,,,,,,,,,4,5,5,4,3,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|att_s|v.m1_s|a.m1_s|p.m1_s|u.m1_s|i.m1_s,
5/13/2024 8:13,5/13/2024 8:15,0,100,89,1,5/13/2024 8:15,,,,,anonymous,EN,1,5e57cc1ee13c8b17e01451c6,64e84e0d9ca457c4ae14c05b,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:12,5/13/2024 8:15,0,100,201,1,5/13/2024 8:15,,,,,anonymous,EN,1,60dddafcba71ad145265250d,5e77b88c4ffe9932815b0307,7,1,,,,,,,Mere facts or evidence will not sway someone to change their opinion or mind on something. You have to connect it with a broader meaning.,1,1|0|0,,,,,,,,,1,1,1,1,1,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|att_s|a.m1_s|u.m1_s|v.m1_s|i.m1_s|p.m1_s,
5/13/2024 8:13,5/13/2024 8:15,0,100,121,1,5/13/2024 8:15,,,,,anonymous,EN,1,627d1b0ff09ff00d79eb9d35,6174ecffb39d40681e51eca2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:10,5/13/2024 8:15,0,100,314,1,5/13/2024 8:15,,,,,anonymous,EN,1,601a682ebca398285673a4c8,65ce32332b847ba1020f7f9f,7,1,,,,,,,"It didn't really give me any -new- insights, or taught me new perspectives. It is known that the market and current society are very VUCA. So you either need to stand out with a great product, or with great services. So not investing in the product would automatically mean that you need to invest in faster delivery. Although my personal preference is always product quality over delivery time. Fast deliveries make it quite hard for a healthy market to develop. So the main insight might be that the lesson is based on a very individualistic, short-term perspective on markets.",,,,,,,,,1,0|1|0,,,,,,,1,1,1,1,1,4,FL_107,,FL_85,,,,Q288|att_f|v.m1_t|i.m1_t|att_t|u.m1_t|a.m1_t|p.m1_t
5/13/2024 8:13,5/13/2024 8:15,0,100,99,1,5/13/2024 8:15,,,,,anonymous,EN,1,613024a95f48b6ceaeee8ad5,60aea3068c18c4a83c630833,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:13,5/13/2024 8:15,0,100,122,1,5/13/2024 8:15,,,,,anonymous,EN,1,5f233b5de2de0e0e11f9e78c,65ddec7f3b7ecc45527206bb,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:15,5/13/2024 8:15,0,100,32,1,5/13/2024 8:15,,,,,anonymous,EN,1,64907ddafce68f23be1f76e4,6129091a4488538bc7654940,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:11,5/13/2024 8:15,0,100,247,1,5/13/2024 8:15,,,,,anonymous,EN,1,659ea871826d930c27da086f,60fc284f0e2617bf65c1261a,7,1,,,,,,,That people sometimes need a background in order to understand and not just basic facts or evidence,1,1|0|0,,,,,,,,,2,2,2,5,2,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|u.m1_s|p.m1_s|a.m1_s|att_s|i.m1_s|v.m1_s,
5/13/2024 8:12,5/13/2024 8:15,0,100,202,1,5/13/2024 8:15,,,,,anonymous,EN,1,65254a6a631d9ec0b489b071,6071fa3dcd47dcb4ae6dff8c,7,1,5,3,3,4,3,4,I already knew this case but it was helpful to be reminded of it,0,1|0|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|att_s|a.c1_s|p.c1_s|i.c1_s|u.c1_s|v.c1_s,,,
5/13/2024 8:12,5/13/2024 8:15,0,100,198,1,5/13/2024 8:15,,,,,anonymous,EN,1,6171aa5fff416f8783493856,6560adf407e8f1a6b3204eff,7,1,,,,,,,Corporate organisations will find alternative ways of making money and/or rebranding themselves even if that means sacrificing quality,,,4,5,5,5,2,4,1,0|0|1,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|att_t|a.c1_t|p.c1_t|v.c1_t|u.c1_t|i.c1_t,,
5/13/2024 8:13,5/13/2024 8:15,0,100,120,1,5/13/2024 8:15,,,,,anonymous,EN,1,65e0ab046148281305cbaa92,6037de0b70a1130009691827,7,1,,,,,,,sometimes the delivery speed is more important to focus on than the product itself,,,,,,,,,1,0|0|1,,,,,,,3,3,3,3,4,4,FL_107,,FL_85,,,,Q288|att_f|p.m1_t|v.m1_t|a.m1_t|i.m1_t|u.m1_t|att_t
5/13/2024 8:11,5/13/2024 8:15,0,100,235,1,5/13/2024 8:15,,,,,anonymous,EN,1,60338f35010951035cca4a91,601a682ebca398285673a4c8,7,1,5,1,4,2,5,4,That the reason babies have been dieng is beacuse of doctors not washing hands.We should be more hygenic.,0,0|0|1,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|v.c1_s|u.c1_s|i.c1_s|att_s|p.c1_s|a.c1_s,,,
5/13/2024 8:11,5/13/2024 8:15,0,100,252,1,5/13/2024 8:15,,,,,anonymous,EN,1,5b4e03cd56e0140001ad5076,5d30be1a9e15d300190e3bef,7,1,,,,,,,"Sometimes you need to think outside of the box in order to improve your business. You might be struggling because your product is bad, but if you find a new way to distribute it, often times people will be curious about the changes and will continue to buy from you.",,,4,5,4,4,5,4,1,0|0|1,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|i.c1_t|p.c1_t|a.c1_t|u.c1_t|v.c1_t|att_t,,
5/13/2024 8:14,5/13/2024 8:15,0,100,71,1,5/13/2024 8:15,,,,,anonymous,EN,1,663e1ef3a44df58afe1a8299,606529a91a8d9c0f17cacfaa,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:12,5/13/2024 8:15,0,100,211,1,5/13/2024 8:15,,,,,anonymous,EN,1,60fc7f3f9cc85bfba63d07b5,60a55b2b2c245756335974ee,7,1,,,,,,,If something doesn't work as you initially thought you can  explore other options ,,,5,4,6,7,6,4,1,0|0|1,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|a.c1_t|i.c1_t|v.c1_t|u.c1_t|p.c1_t|att_t,,
5/13/2024 8:13,5/13/2024 8:15,0,100,146,1,5/13/2024 8:15,,,,,anonymous,EN,1,60fd34d68de7efbcd7de57a0,5fa8603ba9a9c56e60b79ad2,7,1,,,,,,,Apparently dominos started using an app and made loads of money. But there was nowhere near enough information on other factors to be able to actually determine if the reason given was the main source of increased income.,,,1,2,1,1,1,4,1,0|0|1,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|p.c1_t|a.c1_t|att_t|u.c1_t|v.c1_t|i.c1_t,,
5/13/2024 8:12,5/13/2024 8:15,0,100,187,1,5/13/2024 8:15,,,,,anonymous,EN,1,5e77b88c4ffe9932815b0307,5f4fb87aaa1c4e0a71d7f265,7,1,,,,,,,its not always about the product itself but about the way how it can be customised to meet our needs,,,5,5,5,5,6,4,1,0|1|0,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|att_t|p.c1_t|i.c1_t|a.c1_t|v.c1_t|u.c1_t,,
5/13/2024 8:10,5/13/2024 8:15,0,100,292,1,5/13/2024 8:15,,,,,anonymous,EN,1,6304d93524037840bd8bf83e,5c74da8b518e24001587904a,7,1,,,,,,,Let people make their own decisions if they say your choice is bad,,,5,3,3,5,4,4,0,1|0|0,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|v.c1_t|u.c1_t|i.c1_t|att_t|p.c1_t|a.c1_t,,
5/13/2024 8:15,5/13/2024 8:15,0,100,48,1,5/13/2024 8:15,,,,,anonymous,EN,1,5c3ee593de04ad0001d91352,60a56db43083c0ff59dded00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:14,5/13/2024 8:15,0,100,74,1,5/13/2024 8:15,,,,,anonymous,EN,1,64eb676350bbe9c6c251cead,64c14af42566d29e3cd461a6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:12,5/13/2024 8:15,0,100,186,1,5/13/2024 8:15,,,,,anonymous,EN,1,615b5f1e0f8fff7384c0e6ee,5bedbdf6dd71a00001e5cb0a,7,1,5,4,5,5,5,4,Washing your hands prevents the spread of germs and infections.,0,0|1|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|u.c1_s|a.c1_s|i.c1_s|p.c1_s|v.c1_s|att_s,,,
5/13/2024 8:12,5/13/2024 8:15,0,100,223,1,5/13/2024 8:15,,,,,anonymous,EN,1,6036906e5b4bac4295d49731,6128d9c8f287aba1c1f64e7f,7,1,,,,,,,That often times how I product is delivered is more important than the quality of the product itself. Increasing its accessibility is what makes the product more alluring.,,,,,,,,,1,1|0|0,,,,,,,4,2,3,4,5,4,FL_107,,FL_85,,,,Q288|att_f|v.m1_t|a.m1_t|i.m1_t|u.m1_t|att_t|p.m1_t
5/13/2024 8:12,5/13/2024 8:15,0,100,216,1,5/13/2024 8:15,,,,,anonymous,EN,1,60a55b2b2c245756335974ee,5df9044b94d5ee693958b35b,7,1,5,3,5,4,3,4,"I'd already heard about this study (though I didn't remember the doctor's name or the date), but it's always interesting to think about it.",0,0|0|1,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|v.c1_s|p.c1_s|a.c1_s|i.c1_s|att_s|u.c1_s,,,
5/13/2024 8:14,5/13/2024 8:15,0,100,92,1,5/13/2024 8:15,,,,,anonymous,EN,1,6071fa3dcd47dcb4ae6dff8c,5caf52b18b46a700131eec10,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:12,5/13/2024 8:16,0,100,226,1,5/13/2024 8:16,,,,,anonymous,EN,1,6128d9c8f287aba1c1f64e7f,5c3ee593de04ad0001d91352,7,1,,,,,,,"regardless of the evidence, undelining theories always help with persuading others",1,1|0|0,,,,,,,,,5,4,5,4,4,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|i.m1_s|p.m1_s|u.m1_s|a.m1_s|v.m1_s|att_s,
5/13/2024 8:15,5/13/2024 8:16,0,100,26,1,5/13/2024 8:16,,,,,anonymous,EN,1,6002a3d10236d12bbce9aa3a,64135da7561dbc07ab4c5b6d,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:11,5/13/2024 8:16,0,100,299,1,5/13/2024 8:16,,,,,anonymous,EN,1,662cedfdbd142c062a0d5e2e,5edfd24f21501a2e9bfcbc3b,7,1,5,1,3,5,5,4,Learned the importance of washing hands and of conducting observational research ,0,1|0|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|u.c1_s|v.c1_s|a.c1_s|i.c1_s|p.c1_s|att_s,,,
5/13/2024 8:14,5/13/2024 8:16,0,100,76,1,5/13/2024 8:16,,,,,anonymous,EN,1,6135dc7bbd76eac19965cbb4,64e2730261120931a4d0d636,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:10,5/13/2024 8:16,0,100,341,1,5/13/2024 8:16,,,,,anonymous,EN,1,6560adf407e8f1a6b3204eff,6086544064ba18714a5fc834,7,1,,,,,,,"In thought me that costumer experience is one of the most important aspect of a company, and being able to make make focused investments in these kind of projects can go a long way toward success. ",,,5,6,6,2,3,4,1,0|0|1,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|i.c1_t|v.c1_t|p.c1_t|att_t|u.c1_t|a.c1_t,,
5/13/2024 8:12,5/13/2024 8:16,0,100,205,1,5/13/2024 8:16,,,,,anonymous,EN,1,5df9044b94d5ee693958b35b,6523fc7cd8b8bb6d3bd94567,7,1,,,,,,,"Sometimes, the issue is not the product itself but the delivery and presentation that makes it successful",,,,,,,,,1,0|0|1,,,,,,,6,6,6,6,6,4,FL_107,,FL_85,,,,Q288|att_f|u.m1_t|i.m1_t|att_t|v.m1_t|p.m1_t|a.m1_t
5/13/2024 8:12,5/13/2024 8:16,0,100,243,1,5/13/2024 8:16,,,,,anonymous,EN,1,5c02c142d84faa000148999a,603440fb5478fc266d855faf,7,1,,,,,,,"Since I do research, it is moderately insightful in the sense that it highlights something I have previously learned: even if we have a lot of evidence to claim something, it still requires the backup of previous scientific research",1,1|0|0,,,,,,,,,5,1,5,5,5,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|v.m1_s|i.m1_s|att_s|p.m1_s|u.m1_s|a.m1_s,
5/13/2024 8:14,5/13/2024 8:16,0,100,126,1,5/13/2024 8:16,,,,,anonymous,EN,1,5f4e76eff69af505fa21da55,60ee913de67c56daf5e842a9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:13,5/13/2024 8:16,0,100,174,1,5/13/2024 8:16,,,,,anonymous,EN,1,5f0991ea14af2601d61e51b6,5f0991ea14af2601d61e51b6,7,1,,,,,,,Sometimes it's better to think outside of the box rather than making quality matter most,,,4,4,4,4,5,4,1,0|0|1,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|a.c1_t|v.c1_t|att_t|i.c1_t|u.c1_t|p.c1_t,,
5/13/2024 8:13,5/13/2024 8:16,0,100,159,1,5/13/2024 8:16,,,,,anonymous,EN,1,659ed34a88131f4ef36fdafe,5d9265cde0cd75001a485441,7,1,3,1,5,3,3,4,I learned how important it is to wash your hands.,1,0|1|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|i.c1_s|p.c1_s|a.c1_s|v.c1_s|att_s|u.c1_s,,,
5/13/2024 8:14,5/13/2024 8:16,0,100,100,1,5/13/2024 8:16,,,,,anonymous,EN,1,62fd14d7b1e0729dc8aadb79,650aef52598f48c6989876ed,7,1,,,,,,,it gives some insight that compelling info must be backed up by a theory and ive taken note of this,1,0|0|1,,,,,,,,,3,3,5,5,4,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|i.m1_s|att_s|u.m1_s|p.m1_s|v.m1_s|a.m1_s,
5/13/2024 8:14,5/13/2024 8:16,0,100,124,1,5/13/2024 8:16,,,,,anonymous,EN,1,663bcddb891da1a96bb606cf,65496b5c72f8f0b8d921ae0f,7,1,,,,,,,That even if you strongly believe something when provided with alternative evidence supporting otherwise you can change your view.,1,0|0|1,,,,,,,,,6,5,5,5,6,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|v.m1_s|i.m1_s|att_s|a.m1_s|p.m1_s|u.m1_s,
5/13/2024 8:11,5/13/2024 8:16,0,100,291,1,5/13/2024 8:16,,,,,anonymous,EN,1,6159e8d7327e9932b6cc3333,5f7ec762e9dbb819b8b532c6,7,1,,,,,,,This lesson taught me that somethings do not require change a little moderation here and there could go a long way,,,,,,,,,1,1|0|0,,,,,,,4,5,5,4,4,4,FL_107,,FL_85,,,,Q288|att_f|att_t|u.m1_t|a.m1_t|i.m1_t|p.m1_t|v.m1_t
5/13/2024 8:10,5/13/2024 8:16,0,100,375,1,5/13/2024 8:16,,,,,anonymous,EN,1,610fb33cd7ef0df36a8edc1c,6139f8d8a355362d6d913a51,7,1,,,,,,,"I find this theory fascinating, but the preferred outcome is dependent on the student's frame of reason and logical approaches to theories. Not everybody can be convinced of a proven matter, even if there is an immense amount of proof. Politics for one, is seldomly influenced by logic and more to do with history, emotion and prejudice.",0,0|0|1,,,,,,,,,6,5,6,6,7,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|u.m1_s|att_s|i.m1_s|a.m1_s|v.m1_s|p.m1_s,
5/13/2024 8:11,5/13/2024 8:16,0,100,320,1,5/13/2024 8:16,,,,,anonymous,EN,1,660eaf2911f78c411419b9fd,5e6babd0d0031115b8a7bbbf,7,1,5,3,5,5,6,4,"Due to a doctor in the 1800s noticing an unusual 3 to 1 ratio of child death rates at a particular hospital relative to others, he managed to discern that lack of hand washing was negatively affecting these birth rates which lead to him discovering the basis of germ theory.",0,0|1|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|p.c1_s|i.c1_s|u.c1_s|a.c1_s|v.c1_s|att_s,,,
5/13/2024 8:14,5/13/2024 8:16,0,100,143,1,5/13/2024 8:16,,,,,anonymous,EN,1,656394e807bb3c72f8a752cc,5ba10792cc5dd00001671c6c,7,1,,,,,,,"We shouldn't focus only on improving the product. Sometimes, it can be better to improve on other areas, such as delivery, to make our product as a whole better.",,,,,,,,,1,0|0|1,,,,,,,3,4,3,3,4,4,FL_107,,FL_85,,,,Q288|att_f|p.m1_t|v.m1_t|i.m1_t|u.m1_t|a.m1_t|att_t
5/13/2024 8:14,5/13/2024 8:16,0,100,118,1,5/13/2024 8:16,,,,,anonymous,EN,1,650af19496df3f84df395376,5aed67f69457e00001054b11,7,1,,,,,,,Well I learned that even if your main goal/business is lacking people will be willing to accept that as long as you innovate and improve in other areas.,,,5,5,5,5,5,4,1,0|1|0,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|p.c1_t|v.c1_t|i.c1_t|a.c1_t|u.c1_t|att_t,,
5/13/2024 8:16,5/13/2024 8:16,0,100,15,1,5/13/2024 8:16,,,,,anonymous,EN,1,60f5b52aded3aa62d82e5bbb,f,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:13,5/13/2024 8:16,0,100,162,1,5/13/2024 8:16,,,,,anonymous,EN,1,663d36983362fcc29e25dd3f,58bf2cf0d294c100010181fa,7,1,,,,,,,The insight showed that I need evidence to back up a theory in order to change people's  minds,1,0|0|1,,,,,,,,,4,4,4,5,5,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|u.m1_s|att_s|i.m1_s|p.m1_s|v.m1_s|a.m1_s,
5/13/2024 8:12,5/13/2024 8:16,0,100,233,1,5/13/2024 8:16,,,,,anonymous,EN,1,65be6cbd9087215db418421e,663d36983362fcc29e25dd3f,7,1,4,6,6,3,4,4,I learned that investigation of the problem showed that child deaths were linked to the lack of hand washing at a hospital.  The information was not taken seriously until after the proof a herm theory years later.,0,0|0|1,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|p.c1_s|a.c1_s|v.c1_s|i.c1_s|att_s|u.c1_s,,,
5/13/2024 8:14,5/13/2024 8:16,0,100,136,1,5/13/2024 8:16,,,,,anonymous,EN,1,5f4fb87aaa1c4e0a71d7f265,5dea808cce8d8d19f5424b21,7,1,,,,,,,that sometimes a quick delievery can be more important than the actual product,,,,,,,,,0,0|0|1,,,,,,,5,5,5,5,6,4,FL_107,,FL_85,,,,Q288|att_f|u.m1_t|i.m1_t|p.m1_t|a.m1_t|att_t|v.m1_t
5/13/2024 8:16,5/13/2024 8:16,0,100,34,1,5/13/2024 8:16,,,,,anonymous,EN,1,6461bbd8b010cffa35d7852a,56be3b8b202307000ccbb10c,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:15,5/13/2024 8:16,0,100,43,1,5/13/2024 8:16,,,,,anonymous,EN,1,6149fff09bc031b9226cc5aa,5fa5dd05e6ca1519dd23406d,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:13,5/13/2024 8:16,0,100,170,1,5/13/2024 8:16,,,,,anonymous,EN,1,5f7eca123272b31a9ed5ca14,5c9749b849784d001b486f6a,7,1,,,,,,,LEARNING FROM ALL PERSPECTIVES,0,0|0|1,,,,,,,,,4,3,4,5,4,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|u.m1_s|p.m1_s|att_s|i.m1_s|v.m1_s|a.m1_s,
5/13/2024 8:12,5/13/2024 8:16,0,100,257,1,5/13/2024 8:16,,,,,anonymous,EN,1,5bedbdf6dd71a00001e5cb0a,610fb33cd7ef0df36a8edc1c,7,1,2,1,5,1,1,4,"I discovered how doctors,at a certain hospital, who didn't wash their hands in the 1800s killed more babies than those who did wash their hands at another hospital.",0,0|0|1,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|i.c1_s|v.c1_s|u.c1_s|att_s|p.c1_s|a.c1_s,,,
5/13/2024 8:14,5/13/2024 8:16,0,100,153,1,5/13/2024 8:16,,,,,anonymous,EN,1,660dc74069c980824e0efad4,58d8fcb9f94de20001fbcd0d,7,1,,,,,,,It was a statement of common sense rather than anything particularly enlightening ,,,,,,,,,1,0|1|0,,,,,,,4,3,4,4,4,4,FL_107,,FL_85,,,,Q288|att_f|i.m1_t|att_t|u.m1_t|v.m1_t|p.m1_t|a.m1_t
5/13/2024 8:15,5/13/2024 8:16,0,100,100,1,5/13/2024 8:16,,,,,anonymous,EN,1,615ebee41627a65c85ccb4b6,599186630675b100014daddd,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:09,5/13/2024 8:16,0,100,410,1,5/13/2024 8:16,,,,,anonymous,EN,1,5b02ad3ea496b300013d6b3a,5f8739ae0483431242e11d41,7,1,,,,,,,"Domino's was going through difficult times. They could have just quit, but they believed in their product, so they just focused on optimizing the processes. Time showed that the issue was not with the pizza as they astronomically raised their stock market value.",,,6,6,6,6,6,4,1,1|0|0,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|a.c1_t|att_t|i.c1_t|v.c1_t|u.c1_t|p.c1_t,,
5/13/2024 8:10,5/13/2024 8:16,0,100,360,1,5/13/2024 8:16,,,,,anonymous,EN,1,6523fc7cd8b8bb6d3bd94567,60eefa03a3290d76a193dde6,7,1,,,,,,,Coming up with a functional online ordering service can add value to the stock price of an enterprise. Investors value e-commerce.,,,3,2,3,3,2,4,0,1|0|0,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|u.c1_t|a.c1_t|i.c1_t|v.c1_t|att_t|p.c1_t,,
5/13/2024 8:15,5/13/2024 8:16,0,100,74,1,5/13/2024 8:16,,,,,anonymous,EN,1,5cf3ce21392ca30016117ebb,5dee64513477654f920f088f,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
