"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","DistributionChannel","UserLanguage","consent","id","com.1","com.2","q1","v.3","p.3","i.3","u.3","a.3","x.3","v.4","p.4","i.4","u.4","a.4","x.4","q1.1","v.1","p.1","i.1","u.1","a.1","x.1","v.2","p.2","i.2","u.2","a.2","x.2","q2","FL_130_DO","bikecaseproblem_DO","bikecaseunresolved_DO","bikecaseresolved_DO","bikemessageproblem_DO","bikemessageunresolved_DO","bikemessageresolved_DO"
"10/11/2024 8:43","10/11/2024 8:45","0","100","135","1","10/11/2024 8:45","","","","","anonymous","EN","1",103,"7","1","","","","","","","","","","","","","","4","","","","","","","3","4","3","2","2","4","2","FL_431","","","","Q417|q1","","Q423|a.2|u.2|x.2|v.2|p.2|i.2"
"10/11/2024 8:44","10/11/2024 8:45","0","100","112","1","10/11/2024 8:45","","","","","anonymous","EN","1",104,"7","1","4","","","","","","","5","5","5","5","3","4","","","","","","","","","","","","","","4","FL_152","Q457|q1","","Q364|x.4|i.4|p.4|u.4|v.4|a.4","","",""
"10/11/2024 8:44","10/11/2024 8:45","0","100","67","1","10/11/2024 8:46","","","","","anonymous","EN","1",105,"6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:43","10/11/2024 8:45","0","100","135","1","10/11/2024 8:46","","","","","anonymous","EN","1",106,"7","1","2","2","2","2","2","3","4","","","","","","","","","","","","","","","","","","","","2","FL_151","Q457|q1","Q351|a.3|x.3|p.3|u.3|v.3|i.3","","","",""
"10/11/2024 8:44","10/11/2024 8:46","0","100","107","1","10/11/2024 8:46","","","","","anonymous","EN","1",107,"7","1","","","","","","","","","","","","","","1","","","","","","","3","3","3","3","2","4","1","FL_431","","","","Q417|q1","","Q423|x.2|a.2|p.2|u.2|v.2|i.2"
"10/11/2024 8:42","10/11/2024 8:46","0","100","207","1","10/11/2024 8:46","","","","","anonymous","EN","1",108,"7","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:43","10/11/2024 8:46","0","100","148","1","10/11/2024 8:46","","","","","anonymous","EN","1",109,"7","1","","","","","","","","","","","","","","2","","","","","","","3","3","3","3","4","4","3","FL_431","","","","Q417|q1","","Q423|i.2|a.2|p.2|u.2|v.2|x.2"
"10/11/2024 8:44","10/11/2024 8:46","0","100","99","1","10/11/2024 8:46","","","","","anonymous","EN","1",110,"5","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:43","10/11/2024 8:46","0","100","162","1","10/11/2024 8:46","","","","","anonymous","EN","1",111,"7","1","","","","","","","","","","","","","","2","3","2","3","3","2","4","","","","","","","2","FL_430","","","","Q417|q1","Q463|p.1|x.1|v.1|i.1|u.1|a.1",""
"10/11/2024 8:42","10/11/2024 8:46","0","100","230","1","10/11/2024 8:46","","","","","anonymous","EN","1",112,"7","1","3","","","","","","","3","2","4","3","3","4","","","","","","","","","","","","","","3","FL_152","Q457|q1","","Q364|a.4|i.4|v.4|p.4|u.4|x.4","","",""
"10/11/2024 8:44","10/11/2024 8:46","0","100","96","1","10/11/2024 8:46","","","","","anonymous","EN","1",113,"7","1","5","","","","","","","3","2","3","2","3","4","","","","","","","","","","","","","","2","FL_152","Q457|q1","","Q364|u.4|p.4|x.4|i.4|a.4|v.4","","",""
"10/11/2024 8:42","10/11/2024 8:46","0","100","215","1","10/11/2024 8:46","","","","","anonymous","EN","1",114,"7","1","4","","","","","","","6","5","5","5","7","4","","","","","","","","","","","","","","4","FL_152","Q457|q1","","Q364|u.4|v.4|a.4|x.4|p.4|i.4","","",""
"10/11/2024 8:45","10/11/2024 8:46","0","100","30","1","10/11/2024 8:46","","","","","anonymous","EN","1",115,"3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:44","10/11/2024 8:46","0","100","82","1","10/11/2024 8:46","","","","","anonymous","EN","1",116,"7","1","6","6","4","6","5","6","4","","","","","","","","","","","","","","","","","","","","4","FL_151","Q457|q1","Q351|v.3|a.3|i.3|p.3|x.3|u.3","","","",""
"10/11/2024 8:43","10/11/2024 8:46","0","100","139","1","10/11/2024 8:46","","","","","anonymous","EN","1",117,"7","1","","","","","","","","","","","","","","3","","","","","","","5","4","5","6","3","4","5","FL_431","","","","Q417|q1","","Q423|u.2|a.2|i.2|p.2|v.2|x.2"
"10/11/2024 8:44","10/11/2024 8:46","0","100","85","1","10/11/2024 8:46","","","","","anonymous","EN","1",118,"7","1","","","","","","","","","","","","","","4","2","2","1","2","1","4","","","","","","","1","FL_430","","","","Q417|q1","Q463|p.1|v.1|i.1|a.1|x.1|u.1",""
"10/11/2024 8:40","10/11/2024 8:46","0","100","329","1","10/11/2024 8:46","","","","","anonymous","EN","1",119,"7","1","2","3","2","5","3","5","4","","","","","","","","","","","","","","","","","","","","3","FL_151","Q457|q1","Q351|a.3|x.3|v.3|u.3|i.3|p.3","","","",""
"10/11/2024 8:41","10/11/2024 8:46","0","100","305","1","10/11/2024 8:46","","","","","anonymous","EN","1",120,"7","1","6","7","7","6","7","7","4","","","","","","","","","","","","","","","","","","","","7","FL_151","Q457|q1","Q351|p.3|i.3|v.3|x.3|u.3|a.3","","","",""
"10/11/2024 8:44","10/11/2024 8:46","0","100","89","1","10/11/2024 8:46","","","","","anonymous","EN","1",121,"7","1","6","4","3","3","3","5","4","","","","","","","","","","","","","","","","","","","","3","FL_151","Q457|q1","Q351|v.3|i.3|u.3|x.3|p.3|a.3","","","",""
"10/11/2024 8:42","10/11/2024 8:46","0","100","257","1","10/11/2024 8:46","","","","","anonymous","EN","1",122,"7","1","","","","","","","","","","","","","","7","7","7","7","7","6","4","","","","","","","7","FL_430","","","","Q417|q1","Q463|i.1|v.1|a.1|p.1|x.1|u.1",""
"10/11/2024 8:42","10/11/2024 8:46","0","100","229","1","10/11/2024 8:46","","","","","anonymous","EN","1",123,"7","1","","","","","","","","","","","","","","5","6","7","7","6","6","4","","","","","","","7","FL_430","","","","Q417|q1","Q463|v.1|a.1|x.1|i.1|u.1|p.1",""
"10/11/2024 8:44","10/11/2024 8:46","0","100","117","1","10/11/2024 8:46","","","","","anonymous","EN","1",124,"7","1","","","","","","","","","","","","","","6","4","4","4","5","4","4","","","","","","","4","FL_430","","","","Q417|q1","Q463|u.1|i.1|a.1|x.1|v.1|p.1",""
"10/11/2024 8:44","10/11/2024 8:46","0","100","127","1","10/11/2024 8:46","","","","","anonymous","EN","1",125,"7","1","","","","","","","","","","","","","","1","","","","","","","1","1","3","1","1","4","2","FL_431","","","","Q417|q1","","Q423|i.2|a.2|u.2|p.2|v.2|x.2"
"10/11/2024 8:42","10/11/2024 8:46","0","100","221","1","10/11/2024 8:46","","","","","anonymous","EN","1",126,"7","1","5","","","","","","","7","7","7","7","7","4","","","","","","","","","","","","","","7","FL_152","Q457|q1","","Q364|i.4|x.4|p.4|u.4|a.4|v.4","","",""
"10/11/2024 8:44","10/11/2024 8:46","0","100","148","1","10/11/2024 8:46","","","","","anonymous","EN","1",127,"7","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:44","10/11/2024 8:46","0","100","125","1","10/11/2024 8:46","","","","","anonymous","EN","1",128,"7","1","2","2","1","1","2","1","4","","","","","","","","","","","","","","","","","","","","2","FL_151","Q457|q1","Q351|v.3|p.3|a.3|i.3|x.3|u.3","","","",""
"10/11/2024 8:43","10/11/2024 8:46","0","100","207","1","10/11/2024 8:46","","","","","anonymous","EN","1",129,"7","1","","","","","","","","","","","","","","6","","","","","","","6","6","6","6","5","4","5","FL_431","","","","Q417|q1","","Q423|u.2|p.2|a.2|i.2|v.2|x.2"
"10/11/2024 8:41","10/11/2024 8:46","0","100","299","1","10/11/2024 8:46","","","","","anonymous","EN","1",130,"7","1","7","","","","","","","6","6","7","4","7","4","","","","","","","","","","","","","","7","FL_152","Q457|q1","","Q364|a.4|i.4|x.4|p.4|u.4|v.4","","",""
"10/11/2024 8:44","10/11/2024 8:46","0","100","99","1","10/11/2024 8:46","","","","","anonymous","EN","1",131,"7","1","5","","","","","","","3","1","5","4","3","4","","","","","","","","","","","","","","2","FL_152","Q457|q1","","Q364|x.4|i.4|u.4|a.4|p.4|v.4","","",""
"10/11/2024 8:43","10/11/2024 8:46","0","100","179","1","10/11/2024 8:46","","","","","anonymous","EN","1",132,"7","1","","","","","","","","","","","","","","6","3","3","3","2","5","4","","","","","","","2","FL_430","","","","Q417|q1","Q463|p.1|a.1|x.1|u.1|v.1|i.1",""
"10/11/2024 8:41","10/11/2024 8:46","0","100","318","1","10/11/2024 8:46","","","","","anonymous","EN","1",133,"7","1","6","5","5","5","5","5","4","","","","","","","","","","","","","","","","","","","","5","FL_151","Q457|q1","Q351|x.3|a.3|u.3|p.3|v.3|i.3","","","",""
"10/11/2024 8:45","10/11/2024 8:46","0","100","100","1","10/11/2024 8:46","","","","","anonymous","EN","1",134,"7","1","","","","","","","","","","","","","","4","","","","","","","5","5","4","5","5","4","5","FL_431","","","","Q417|q1","","Q423|v.2|x.2|p.2|u.2|a.2|i.2"
"10/11/2024 8:45","10/11/2024 8:46","0","100","104","1","10/11/2024 8:46","","","","","anonymous","EN","1",135,"6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:45","10/11/2024 8:46","0","100","62","1","10/11/2024 8:46","","","","","anonymous","EN","1",136,"6","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:44","10/11/2024 8:46","0","100","142","1","10/11/2024 8:46","","","","","anonymous","EN","1",137,"7","1","","","","","","","","","","","","","","3","5","3","3","4","3","4","","","","","","","2","FL_430","","","","Q417|q1","Q463|x.1|v.1|a.1|u.1|p.1|i.1",""
"10/11/2024 8:40","10/11/2024 8:46","0","100","362","1","10/11/2024 8:46","","","","","anonymous","EN","1",138,"7","1","","","","","","","","","","","","","","3","","","","","","","2","2","3","3","2","4","1","FL_431","","","","Q417|q1","","Q423|p.2|i.2|v.2|a.2|x.2|u.2"
"10/11/2024 8:40","10/11/2024 8:46","0","100","362","1","10/11/2024 8:46","","","","","anonymous","EN","1",139,"7","1","","","","","","","","","","","","","","7","7","6","7","7","6","4","","","","","","","6","FL_430","","","","Q417|q1","Q463|x.1|i.1|v.1|p.1|a.1|u.1",""
"10/11/2024 8:43","10/11/2024 8:46","0","100","198","1","10/11/2024 8:46","","","","","anonymous","EN","1",140,"7","1","","","","","","","","","","","","","","4","4","4","3","4","2","4","","","","","","","3","FL_430","","","","Q417|q1","Q463|p.1|i.1|u.1|v.1|x.1|a.1",""
"10/11/2024 8:43","10/11/2024 8:46","0","100","202","1","10/11/2024 8:46","","","","","anonymous","EN","1",141,"7","1","","","","","","","","","","","","","","5","3","3","2","3","2","4","","","","","","","2","FL_430","","","","Q417|q1","Q463|u.1|i.1|p.1|x.1|a.1|v.1",""
"10/11/2024 8:44","10/11/2024 8:46","0","100","169","1","10/11/2024 8:46","","","","","anonymous","EN","1",142,"7","1","","","","","","","","","","","","","","4","3","1","2","2","5","4","","","","","","","1","FL_430","","","","Q417|q1","Q463|v.1|p.1|x.1|u.1|i.1|a.1",""
"10/11/2024 8:45","10/11/2024 8:46","0","100","106","1","10/11/2024 8:47","","","","","anonymous","EN","1",143,"7","1","4","2","2","5","4","2","4","","","","","","","","","","","","","","","","","","","","1","FL_151","Q457|q1","Q351|i.3|u.3|a.3|p.3|v.3|x.3","","","",""
"10/11/2024 8:43","10/11/2024 8:47","0","100","184","1","10/11/2024 8:47","","","","","anonymous","EN","1",144,"7","1","7","","","","","","","7","4","1","5","6","4","","","","","","","","","","","","","","5","FL_152","Q457|q1","","Q364|p.4|i.4|u.4|v.4|a.4|x.4","","",""
"10/11/2024 8:46","10/11/2024 8:47","0","100","25","1","10/11/2024 8:47","","","","","anonymous","EN","1",145,"6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:44","10/11/2024 8:47","0","100","129","1","10/11/2024 8:47","","","","","anonymous","EN","1",146,"7","1","6","","","","","","","2","6","2","2","1","4","","","","","","","","","","","","","","2","FL_152","Q457|q1","","Q364|u.4|i.4|p.4|x.4|v.4|a.4","","",""
"10/11/2024 8:44","10/11/2024 8:47","0","100","134","1","10/11/2024 8:47","","","","","anonymous","EN","1",147,"7","1","5","","","","","","","5","6","6","6","5","4","","","","","","","","","","","","","","7","FL_152","Q457|q1","","Q364|i.4|v.4|x.4|p.4|u.4|a.4","","",""
"10/11/2024 8:42","10/11/2024 8:47","0","100","296","1","10/11/2024 8:47","","","","","anonymous","EN","1",148,"7","1","6","","","","","","","5","5","5","5","5","4","","","","","","","","","","","","","","5","FL_152","Q457|q1","","Q364|p.4|i.4|a.4|u.4|x.4|v.4","","",""
"10/11/2024 8:42","10/11/2024 8:47","0","100","268","1","10/11/2024 8:47","","","","","anonymous","EN","1",149,"7","1","","","","","","","","","","","","","","6","","","","","","","6","6","5","6","6","4","6","FL_431","","","","Q417|q1","","Q423|a.2|p.2|i.2|v.2|x.2|u.2"
"10/11/2024 8:44","10/11/2024 8:47","0","100","153","1","10/11/2024 8:47","","","","","anonymous","EN","1",150,"7","1","","","","","","","","","","","","","","2","","","","","","","5","4","4","4","5","4","4","FL_431","","","","Q417|q1","","Q423|p.2|i.2|x.2|u.2|v.2|a.2"
"10/11/2024 8:45","10/11/2024 8:47","0","100","101","1","10/11/2024 8:47","","","","","anonymous","EN","1",151,"6","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:44","10/11/2024 8:47","0","100","180","1","10/11/2024 8:47","","","","","anonymous","EN","1",152,"7","1","2","","","","","","","1","1","3","5","1","4","","","","","","","","","","","","","","2","FL_152","Q457|q1","","Q364|u.4|x.4|p.4|a.4|v.4|i.4","","",""
"10/11/2024 8:44","10/11/2024 8:47","0","100","144","1","10/11/2024 8:47","","","","","anonymous","EN","1",153,"7","1","5","3","3","5","3","4","4","","","","","","","","","","","","","","","","","","","","2","FL_151","Q457|q1","Q351|v.3|i.3|u.3|a.3|x.3|p.3","","","",""
"10/11/2024 8:46","10/11/2024 8:47","0","100","66","1","10/11/2024 8:47","","","","","anonymous","EN","1",154,"7","1","","","","","","","","","","","","","","5","5","2","5","5","5","4","","","","","","","5","FL_430","","","","Q417|q1","Q463|u.1|p.1|x.1|i.1|a.1|v.1",""
"10/11/2024 8:46","10/11/2024 8:47","0","100","31","1","10/11/2024 8:47","","","","","anonymous","EN","1",155,"6","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:47","10/11/2024 8:47","0","100","24","1","10/11/2024 8:47","","","","","anonymous","EN","1",156,"6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:45","10/11/2024 8:47","0","100","133","1","10/11/2024 8:47","","","","","anonymous","EN","1",157,"7","1","","","","","","","","","","","","","","1","3","3","4","4","2","4","","","","","","","5","FL_430","","","","Q417|q1","Q463|i.1|a.1|x.1|p.1|v.1|u.1",""
"10/11/2024 8:46","10/11/2024 8:47","0","100","67","1","10/11/2024 8:47","","","","","anonymous","EN","1",158,"7","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:44","10/11/2024 8:47","0","100","157","1","10/11/2024 8:47","","","","","anonymous","EN","1",159,"7","1","","","","","","","","","","","","","","5","","","","","","","5","6","5","5","4","4","5","FL_431","","","","Q417|q1","","Q423|u.2|a.2|i.2|x.2|p.2|v.2"
"10/11/2024 8:44","10/11/2024 8:47","0","100","199","1","10/11/2024 8:47","","","","","anonymous","EN","1",160,"7","1","4","3","5","5","4","5","4","","","","","","","","","","","","","","","","","","","","6","FL_151","Q457|q1","Q351|i.3|p.3|v.3|x.3|a.3|u.3","","","",""
"10/11/2024 8:45","10/11/2024 8:47","0","100","118","1","10/11/2024 8:47","","","","","anonymous","EN","1",161,"7","1","4","","","","","","","2","2","2","2","2","4","","","","","","","","","","","","","","2","FL_152","Q457|q1","","Q364|x.4|i.4|u.4|a.4|p.4|v.4","","",""
"10/11/2024 8:45","10/11/2024 8:47","0","100","120","1","10/11/2024 8:47","","","","","anonymous","EN","1",162,"6","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:47","10/11/2024 8:47","0","100","32","1","10/11/2024 8:47","","","","","anonymous","EN","1",163,"5","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:45","10/11/2024 8:47","0","100","137","1","10/11/2024 8:47","","","","","anonymous","EN","1",164,"7","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:46","10/11/2024 8:47","0","100","80","1","10/11/2024 8:47","","","","","anonymous","EN","1",165,"7","1","","","","","","","","","","","","","","1","1","2","1","1","1","4","","","","","","","1","FL_430","","","","Q417|q1","Q463|a.1|x.1|p.1|v.1|i.1|u.1",""
"10/11/2024 8:46","10/11/2024 8:47","0","100","104","1","10/11/2024 8:47","","","","","anonymous","EN","1",166,"7","1","","","","","","","","","","","","","","3","2","2","2","2","2","4","","","","","","","2","FL_430","","","","Q417|q1","Q463|a.1|p.1|x.1|u.1|i.1|v.1",""
"10/11/2024 8:42","10/11/2024 8:47","0","100","311","1","10/11/2024 8:47","","","","","anonymous","EN","1",167,"7","1","7","","","","","","","6","7","7","7","4","4","","","","","","","","","","","","","","6","FL_152","Q457|q1","","Q364|p.4|i.4|u.4|a.4|v.4|x.4","","",""
"10/11/2024 8:46","10/11/2024 8:47","0","100","84","1","10/11/2024 8:47","","","","","anonymous","EN","1",168,"7","1","5","","","","","","","6","2","3","3","5","4","","","","","","","","","","","","","","3","FL_152","Q457|q1","","Q364|i.4|v.4|x.4|a.4|u.4|p.4","","",""
"10/11/2024 8:42","10/11/2024 8:48","0","100","340","1","10/11/2024 8:48","","","","","anonymous","EN","1",169,"7","1","","","","","","","","","","","","","","6","","","","","","","6","7","6","6","6","4","7","FL_431","","","","Q417|q1","","Q423|x.2|p.2|v.2|i.2|u.2|a.2"
"10/11/2024 8:46","10/11/2024 8:48","0","100","92","1","10/11/2024 8:48","","","","","anonymous","EN","1",170,"7","1","","","","","","","","","","","","","","2","2","3","2","2","1","4","","","","","","","2","FL_430","","","","Q417|q1","Q463|p.1|v.1|i.1|a.1|x.1|u.1",""
"10/11/2024 8:47","10/11/2024 8:48","0","100","35","1","10/11/2024 8:48","","","","","anonymous","EN","1",171,"7","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:46","10/11/2024 8:48","0","100","107","1","10/11/2024 8:48","","","","","anonymous","EN","1",172,"7","1","","","","","","","","","","","","","","5","5","4","5","5","5","4","","","","","","","4","FL_430","","","","Q417|q1","Q463|u.1|v.1|i.1|a.1|p.1|x.1",""
"10/11/2024 8:45","10/11/2024 8:48","0","100","166","1","10/11/2024 8:48","","","","","anonymous","EN","1",173,"7","1","","","","","","","","","","","","","","5","3","2","2","3","2","4","","","","","","","1","FL_430","","","","Q417|q1","Q463|v.1|p.1|u.1|a.1|x.1|i.1",""
"10/11/2024 8:44","10/11/2024 8:48","0","100","201","1","10/11/2024 8:48","","","","","anonymous","EN","1",174,"7","1","4","5","4","5","5","6","4","","","","","","","","","","","","","","","","","","","","3","FL_151","Q457|q1","Q351|v.3|i.3|a.3|p.3|x.3|u.3","","","",""
"10/11/2024 8:44","10/11/2024 8:48","0","100","262","1","10/11/2024 8:48","","","","","anonymous","EN","1",175,"7","1","","","","","","","","","","","","","","7","","","","","","","7","7","7","6","7","4","7","FL_431","","","","Q417|q1","","Q423|p.2|x.2|i.2|u.2|a.2|v.2"
"10/11/2024 8:45","10/11/2024 8:48","0","100","183","1","10/11/2024 8:48","","","","","anonymous","EN","1",176,"7","1","5","2","1","2","5","2","4","","","","","","","","","","","","","","","","","","","","2","FL_151","Q457|q1","Q351|u.3|v.3|p.3|i.3|a.3|x.3","","","",""
"10/11/2024 8:44","10/11/2024 8:48","0","100","229","1","10/11/2024 8:48","","","","","anonymous","EN","1",177,"7","1","5","","","","","","","1","2","1","1","1","4","","","","","","","","","","","","","","2","FL_152","Q457|q1","","Q364|a.4|x.4|p.4|v.4|i.4|u.4","","",""
"10/11/2024 8:47","10/11/2024 8:48","0","100","60","1","10/11/2024 8:48","","","","","anonymous","EN","1",178,"7","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:48","10/11/2024 8:48","0","100","20","1","10/11/2024 8:48","","","","","anonymous","EN","1",179,"7","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:44","10/11/2024 8:48","0","100","253","1","10/11/2024 8:48","","","","","anonymous","EN","1",180,"7","1","7","7","7","7","7","7","4","","","","","","","","","","","","","","","","","","","","6","FL_151","Q457|q1","Q351|p.3|x.3|a.3|i.3|u.3|v.3","","","",""
"10/11/2024 8:46","10/11/2024 8:48","0","100","109","1","10/11/2024 8:48","","","","","anonymous","EN","1",181,"7","1","3","2","4","5","3","1","4","","","","","","","","","","","","","","","","","","","","2","FL_151","Q457|q1","Q351|i.3|p.3|u.3|v.3|x.3|a.3","","","",""
"10/11/2024 8:43","10/11/2024 8:48","0","100","296","1","10/11/2024 8:48","","","","","anonymous","EN","1",182,"7","1","2","","","","","","","5","4","5","2","2","4","","","","","","","","","","","","","","1","FL_152","Q457|q1","","Q364|i.4|v.4|p.4|a.4|u.4|x.4","","",""
"10/11/2024 8:46","10/11/2024 8:48","0","100","158","1","10/11/2024 8:48","","","","","anonymous","EN","1",183,"7","1","5","5","2","4","5","4","4","","","","","","","","","","","","","","","","","","","","4","FL_151","Q457|q1","Q351|u.3|v.3|p.3|i.3|a.3|x.3","","","",""
"10/11/2024 8:47","10/11/2024 8:48","0","100","43","1","10/11/2024 8:48","","","","","anonymous","EN","1",184,"7","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:46","10/11/2024 8:48","0","100","146","1","10/11/2024 8:48","","","","","anonymous","EN","1",185,"7","1","","","","","","","","","","","","","","3","3","2","2","2","2","5","","","","","","","3","FL_430","","","","Q417|q1","Q463|x.1|u.1|v.1|p.1|a.1|i.1",""
"10/11/2024 8:43","10/11/2024 8:48","0","100","311","1","10/11/2024 8:48","","","","","anonymous","EN","1",186,"7","1","","","","","","","","","","","","","","4","","","","","","","6","4","5","5","6","4","5","FL_431","","","","Q417|q1","","Q423|a.2|v.2|u.2|i.2|p.2|x.2"
"10/11/2024 8:46","10/11/2024 8:48","0","100","112","1","10/11/2024 8:48","","","","","anonymous","EN","1",187,"7","1","","","","","","","","","","","","","","5","3","2","4","6","4","4","","","","","","","5","FL_430","","","","Q417|q1","Q463|u.1|i.1|a.1|x.1|p.1|v.1",""
"10/11/2024 8:46","10/11/2024 8:48","0","100","121","1","10/11/2024 8:48","","","","","anonymous","EN","1",188,"7","1","4","1","2","1","2","1","4","","","","","","","","","","","","","","","","","","","","1","FL_151","Q457|q1","Q351|p.3|u.3|i.3|v.3|x.3|a.3","","","",""
"10/11/2024 8:45","10/11/2024 8:48","0","100","200","1","10/11/2024 8:48","","","","","anonymous","EN","1",189,"7","1","1","","","","","","","3","5","6","3","5","4","","","","","","","","","","","","","","1","FL_152","Q457|q1","","Q364|a.4|x.4|i.4|u.4|p.4|v.4","","",""
"10/11/2024 8:48","10/11/2024 8:48","0","100","49","1","10/11/2024 8:48","","","","","anonymous","EN","1",190,"7","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:44","10/11/2024 8:48","0","100","260","1","10/11/2024 8:48","","","","","anonymous","EN","1",191,"7","1","6","1","2","2","1","1","4","","","","","","","","","","","","","","","","","","","","3","FL_151","Q457|q1","Q351|x.3|p.3|a.3|i.3|u.3|v.3","","","",""
"10/11/2024 8:48","10/11/2024 8:48","0","100","28","1","10/11/2024 8:48","","","","","anonymous","EN","1",192,"6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:42","10/11/2024 8:48","0","100","367","1","10/11/2024 8:48","","","","","anonymous","EN","1",193,"7","1","","","","","","","","","","","","","","6","","","","","","","5","5","5","5","5","4","5","FL_431","","","","Q417|q1","","Q423|i.2|p.2|a.2|x.2|u.2|v.2"
"10/11/2024 8:46","10/11/2024 8:48","0","100","146","1","10/11/2024 8:48","","","","","anonymous","EN","1",194,"7","1","7","","","","","","","7","6","7","6","7","4","","","","","","","","","","","","","","7","FL_152","Q457|q1","","Q364|i.4|a.4|v.4|p.4|u.4|x.4","","",""
"10/11/2024 8:47","10/11/2024 8:49","0","100","80","1","10/11/2024 8:49","","","","","anonymous","EN","1",195,"6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:48","10/11/2024 8:49","0","100","28","1","10/11/2024 8:49","","","","","anonymous","EN","1",196,"6","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:46","10/11/2024 8:49","0","100","148","1","10/11/2024 8:49","","","","","anonymous","EN","1",197,"7","1","6","","","","","","","5","2","5","5","5","4","","","","","","","","","","","","","","4","FL_152","Q457|q1","","Q364|a.4|i.4|v.4|p.4|x.4|u.4","","",""
"10/11/2024 8:48","10/11/2024 8:49","0","100","60","1","10/11/2024 8:49","","","","","anonymous","EN","1",198,"7","1","","","","","","","","","","","","","","5","3","4","5","5","3","4","","","","","","","6","FL_430","","","","Q417|q1","Q463|a.1|p.1|v.1|x.1|i.1|u.1",""
"10/11/2024 8:42","10/11/2024 8:49","0","100","388","1","10/11/2024 8:49","","","","","anonymous","EN","1",199,"7","1","","","","","","","","","","","","","","6","","","","","","","7","7","6","7","7","4","7","FL_431","","","","Q417|q1","","Q423|v.2|p.2|i.2|x.2|u.2|a.2"
"10/11/2024 8:41","10/11/2024 8:49","0","100","432","1","10/11/2024 8:49","","","","","anonymous","EN","1",200,"7","1","","","","","","","","","","","","","","6","","","","","","","6","6","6","6","6","4","6","FL_431","","","","Q417|q1","","Q423|i.2|u.2|a.2|p.2|x.2|v.2"
"10/11/2024 8:44","10/11/2024 8:49","0","100","279","1","10/11/2024 8:49","","","","","anonymous","EN","1",201,"7","1","","","","","","","","","","","","","","6","6","5","6","7","6","4","","","","","","","6","FL_430","","","","Q417|q1","Q463|x.1|u.1|a.1|i.1|v.1|p.1",""
"10/11/2024 8:47","10/11/2024 8:49","0","100","70","1","10/11/2024 8:49","","","","","anonymous","EN","1",202,"7","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:44","10/11/2024 8:49","0","100","295","1","10/11/2024 8:49","","","","","anonymous","EN","1",203,"7","1","","","","","","","","","","","","","","5","","","","","","","3","4","6","3","2","4","6","FL_431","","","","Q417|q1","","Q423|a.2|u.2|x.2|i.2|p.2|v.2"
"10/11/2024 8:47","10/11/2024 8:49","0","100","78","1","10/11/2024 8:49","","","","","anonymous","EN","1",204,"7","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:47","10/11/2024 8:49","0","100","105","1","10/11/2024 8:49","","","","","anonymous","EN","1",205,"7","1","","","","","","","","","","","","","","1","","","","","","","2","3","3","1","1","4","1","FL_431","","","","Q417|q1","","Q423|i.2|p.2|x.2|u.2|v.2|a.2"
