StartDate,EndDate,Status,Progress,Duration..in.seconds.,Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,consent,id,Q3,Q5,X65_att,X65_v.n,X65_p.n,X65_i.n,X65_u.n,X65_a.n,X66_att,X66_v.n,X66_p.n,X66_i.n,X66_u.n,X66_a.n,X67_att,X67_v.n,X67_p.n,X67_i.n,X67_u.n,X67_a.n,X68_att,X68_v.n,X68_p.n,X68_i.n,X68_u.n,X68_a.n,X69_att,X69_v.n,X69_p.n,X69_i.n,X69_u.n,X69_a.n,X70_att,X70_v.n,X70_p.n,X70_i.n,X70_u.n,X70_a.n,X71_att,X71_v.n,X71_p.n,X71_i.n,X71_u.n,X71_a.n,X72_att,X72_v.n,X72_p.n,X72_i.n,X72_u.n,X72_a.n,X73_att,X73_v.n,X73_p.n,X73_i.n,X73_u.n,X73_a.n,X74_att,X74_v.n,X74_p.n,X74_i.n,X74_u.n,X74_a.n,X22_att,X22_v.g,X22_p.g,X22_i.g,X22_u.g,X22_a.g,X23_att,X23_v.g,X23_p.g,X23_i.g,X23_u.g,X23_a.g,X24_att,X24_v.g,X24_p.g,X24_i.g,X24_u.g,X24_a.g,X25_att,X25_v.g,X25_p.g,X25_i.g,X25_u.g,X25_a.g,X26_att,X26_v.g,X26_p.g,X26_i.g,X26_u.g,X26_a.g,X27_att,X27_v.g,X27_p.g,X27_i.g,X27_u.g,X27_a.g,X28_att,X28_v.g,X28_p.g,X28_i.g,X28_u.g,X28_a.g,X29_att,X29_v.g,X29_p.g,X29_i.g,X29_u.g,X29_a.g,X30_att,X30_v.g,X30_p.g,X30_i.g,X30_u.g,X30_a.g,X31_att,X31_v.g,X31_p.g,X31_i.g,X31_u.g,X31_a.g,FL_4_DO,insightful_DO,uninsightful_DO
4/19/2025 13:24,4/19/2025 13:27,0,100,136,1,4/19/2025 13:27,,,,,anonymous,EN,1,58,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|u.n|p.n|i.n|v.n|a.n|att,
4/19/2025 13:24,4/19/2025 13:27,0,100,141,1,4/19/2025 13:27,,,,,anonymous,EN,1,59,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|att|i.n|a.n|v.n|p.n|u.n,
4/19/2025 13:24,4/19/2025 13:27,0,100,141,1,4/19/2025 13:27,,,,,anonymous,EN,1,60,7,1,,,,,,,,,,,,,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|a.n|v.n|att|i.n|p.n|u.n,
4/19/2025 13:25,4/19/2025 13:27,0,100,92,1,4/19/2025 13:27,,,,,anonymous,EN,1,61,7,1,,,,,,,4,4,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|i.n|att|p.n|u.n|v.n|a.n,
4/19/2025 13:26,4/19/2025 13:27,0,100,69,1,4/19/2025 13:27,,,,,anonymous,EN,1,62,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2025 13:25,4/19/2025 13:27,0,100,137,1,4/19/2025 13:27,,,,,anonymous,EN,1,63,7,1,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|u.n|att|p.n|i.n|v.n|a.n,
4/19/2025 13:25,4/19/2025 13:27,0,100,109,1,4/19/2025 13:27,,,,,anonymous,EN,1,64,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|a.g|i.g|u.g|att|v.g|p.g
4/19/2025 13:24,4/19/2025 13:27,0,100,151,1,4/19/2025 13:27,,,,,anonymous,EN,1,65,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|i.g|att|u.g|a.g|p.g|v.g
4/19/2025 13:25,4/19/2025 13:27,0,100,83,1,4/19/2025 13:27,,,,,anonymous,EN,1,66,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|a.n|p.n|att|i.n|v.n|u.n,
4/19/2025 13:25,4/19/2025 13:27,0,100,123,1,4/19/2025 13:27,,,,,anonymous,EN,1,67,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,4,5,4,5,uninsightful,,Q210|uninsightful|v.g|att|a.g|i.g|p.g|u.g
4/19/2025 13:26,4/19/2025 13:27,0,100,67,1,4/19/2025 13:27,,,,,anonymous,EN,1,68,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2025 13:26,4/19/2025 13:27,0,100,57,1,4/19/2025 13:27,,,,,anonymous,EN,1,69,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2025 13:25,4/19/2025 13:27,0,100,97,1,4/19/2025 13:27,,,,,anonymous,EN,1,70,7,1,4,3,2,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|a.n|att|p.n|u.n|v.n|i.n,
4/19/2025 13:24,4/19/2025 13:27,0,100,148,1,4/19/2025 13:27,,,,,anonymous,EN,1,71,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,6,6,7,7,,,,,,,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|p.g|a.g|v.g|u.g|att|i.g
4/19/2025 13:25,4/19/2025 13:27,0,100,98,1,4/19/2025 13:27,,,,,anonymous,EN,1,72,7,1,,,,,,,,,,,,,,,,,,,4,3,5,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|p.n|v.n|a.n|att|u.n|i.n,
4/19/2025 13:25,4/19/2025 13:27,0,100,108,1,4/19/2025 13:27,,,,,anonymous,EN,1,73,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|v.n|p.n|a.n|u.n|i.n|att,
4/19/2025 13:25,4/19/2025 13:27,0,100,123,1,4/19/2025 13:27,,,,,anonymous,EN,1,74,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|att|v.g|u.g|p.g|i.g|a.g
4/19/2025 13:25,4/19/2025 13:27,0,100,134,1,4/19/2025 13:27,,,,,anonymous,EN,1,75,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|u.n|p.n|v.n|att|i.n|a.n,
4/19/2025 13:25,4/19/2025 13:27,0,100,136,1,4/19/2025 13:27,,,,,anonymous,EN,1,76,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,1,6,6,4,uninsightful,,Q210|uninsightful|i.g|p.g|att|u.g|a.g|v.g
4/19/2025 13:26,4/19/2025 13:27,0,100,68,1,4/19/2025 13:27,,,,,anonymous,EN,1,77,7,1,,,,,,,,,,,,,,,,,,,4,6,6,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|p.n|a.n|u.n|att|i.n|v.n,
4/19/2025 13:24,4/19/2025 13:27,0,100,159,1,4/19/2025 13:27,,,,,anonymous,EN,1,78,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2025 13:24,4/19/2025 13:27,0,100,149,1,4/19/2025 13:27,,,,,anonymous,EN,1,79,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|i.n|a.n|v.n|u.n|p.n|att,
4/19/2025 13:25,4/19/2025 13:27,0,100,120,1,4/19/2025 13:27,,,,,anonymous,EN,1,80,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,6,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|p.g|a.g|att|i.g|v.g|u.g
4/19/2025 13:25,4/19/2025 13:27,0,100,149,1,4/19/2025 13:27,,,,,anonymous,EN,1,81,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,5,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|p.n|att|a.n|i.n|v.n|u.n,
4/19/2025 13:25,4/19/2025 13:27,0,100,129,1,4/19/2025 13:27,,,,,anonymous,EN,1,82,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,5,7,7,7,,,,,,,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|a.g|v.g|u.g|i.g|att|p.g
4/19/2025 13:25,4/19/2025 13:27,0,100,128,1,4/19/2025 13:27,,,,,anonymous,EN,1,83,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|p.g|v.g|i.g|a.g|u.g|att
4/19/2025 13:25,4/19/2025 13:27,0,100,136,1,4/19/2025 13:27,,,,,anonymous,EN,1,84,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|a.n|v.n|i.n|p.n|att|u.n,
4/19/2025 13:26,4/19/2025 13:27,0,100,96,1,4/19/2025 13:27,,,,,anonymous,EN,1,85,7,1,4,3,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|att|v.n|i.n|p.n|a.n|u.n,
4/19/2025 13:26,4/19/2025 13:27,0,100,62,1,4/19/2025 13:27,,,,,anonymous,EN,1,86,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2025 13:26,4/19/2025 13:27,0,100,80,1,4/19/2025 13:27,,,,,anonymous,EN,1,87,7,1,,,,,,,,,,,,,,,,,,,4,2,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|v.n|i.n|a.n|p.n|u.n|att,
4/19/2025 13:26,4/19/2025 13:27,0,100,87,1,4/19/2025 13:27,,,,,anonymous,EN,1,88,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,2,2,2,,,,,,,uninsightful,,Q210|uninsightful|att|p.g|u.g|a.g|i.g|v.g
4/19/2025 13:25,4/19/2025 13:27,0,100,110,1,4/19/2025 13:27,,,,,anonymous,EN,1,89,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,3,4,6,6,,,,,,,,,,,,,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|a.g|u.g|v.g|i.g|p.g|att
4/19/2025 13:25,4/19/2025 13:27,0,100,137,1,4/19/2025 13:27,,,,,anonymous,EN,1,90,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,5,6,5,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|u.g|v.g|a.g|p.g|i.g|att
4/19/2025 13:25,4/19/2025 13:27,0,100,140,1,4/19/2025 13:27,,,,,anonymous,EN,1,91,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|u.g|i.g|a.g|v.g|p.g|att
4/19/2025 13:26,4/19/2025 13:27,0,100,78,1,4/19/2025 13:27,,,,,anonymous,EN,1,92,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2025 13:24,4/19/2025 13:27,0,100,168,1,4/19/2025 13:27,,,,,anonymous,EN,1,93,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|a.n|u.n|p.n|att|v.n|i.n,
4/19/2025 13:24,4/19/2025 13:27,0,100,172,1,4/19/2025 13:27,,,,,anonymous,EN,1,94,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2025 13:24,4/19/2025 13:27,0,100,165,1,4/19/2025 13:27,,,,,anonymous,EN,1,95,7,1,,,,,,,,,,,,,,,,,,,4,3,2,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|a.n|att|p.n|v.n|u.n|i.n,
4/19/2025 13:26,4/19/2025 13:27,0,100,49,1,4/19/2025 13:27,,,,,anonymous,EN,1,96,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2025 13:24,4/19/2025 13:27,0,100,195,1,4/19/2025 13:27,,,,,anonymous,EN,1,97,7,1,,,,,,,4,6,5,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|p.n|a.n|v.n|att|i.n|u.n,
4/19/2025 13:25,4/19/2025 13:27,0,100,149,1,4/19/2025 13:27,,,,,anonymous,EN,1,98,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|att|a.g|u.g|p.g|i.g|v.g
4/19/2025 13:24,4/19/2025 13:27,0,100,180,1,4/19/2025 13:27,,,,,anonymous,EN,1,99,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|v.g|att|u.g|i.g|p.g|a.g
4/19/2025 13:25,4/19/2025 13:27,0,100,160,1,4/19/2025 13:27,,,,,anonymous,EN,1,100,7,1,,,,,,,,,,,,,,,,,,,4,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|v.n|i.n|att|a.n|u.n|p.n,
4/19/2025 13:25,4/19/2025 13:27,0,100,149,1,4/19/2025 13:27,,,,,anonymous,EN,1,101,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|u.n|att|p.n|v.n|i.n|a.n,
4/19/2025 13:25,4/19/2025 13:27,0,100,140,1,4/19/2025 13:27,,,,,anonymous,EN,1,102,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|a.g|att|v.g|p.g|i.g|u.g
4/19/2025 13:25,4/19/2025 13:27,0,100,168,1,4/19/2025 13:27,,,,,anonymous,EN,1,103,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|v.g|att|a.g|u.g|i.g|p.g
4/19/2025 13:26,4/19/2025 13:27,0,100,86,1,4/19/2025 13:27,,,,,anonymous,EN,1,104,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2025 13:26,4/19/2025 13:27,0,100,96,1,4/19/2025 13:27,,,,,anonymous,EN,1,105,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|a.g|v.g|u.g|att|p.g|i.g
4/19/2025 13:25,4/19/2025 13:27,0,100,162,1,4/19/2025 13:27,,,,,anonymous,EN,1,106,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,6,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|p.g|u.g|a.g|i.g|v.g|att
4/19/2025 13:26,4/19/2025 13:27,0,100,75,1,4/19/2025 13:27,,,,,anonymous,EN,1,107,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,2,2,3,,,,,,,uninsightful,,Q210|uninsightful|a.g|v.g|p.g|i.g|att|u.g
4/19/2025 13:25,4/19/2025 13:27,0,100,139,1,4/19/2025 13:27,,,,,anonymous,EN,1,108,7,1,,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|u.n|v.n|att|i.n|p.n|a.n,
4/19/2025 13:26,4/19/2025 13:27,0,100,79,1,4/19/2025 13:27,,,,,anonymous,EN,1,109,7,1,4,5,4,6,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|att|v.n|u.n|a.n|p.n|i.n,
4/19/2025 13:25,4/19/2025 13:27,0,100,162,1,4/19/2025 13:27,,,,,anonymous,EN,1,110,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,4,4,5,,,,,,,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|att|v.g|a.g|i.g|u.g|p.g
4/19/2025 13:26,4/19/2025 13:27,0,100,61,1,4/19/2025 13:27,,,,,anonymous,EN,1,111,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2025 13:25,4/19/2025 13:27,0,100,175,1,4/19/2025 13:27,,,,,anonymous,EN,1,112,7,1,,,,,,,,,,,,,4,6,5,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|v.n|i.n|p.n|att|u.n|a.n,
4/19/2025 13:24,4/19/2025 13:27,0,100,192,1,4/19/2025 13:27,,,,,anonymous,EN,1,113,7,1,,,,,,,,,,,,,4,5,2,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|a.n|v.n|i.n|att|p.n|u.n,
4/19/2025 13:26,4/19/2025 13:27,0,100,93,1,4/19/2025 13:27,,,,,anonymous,EN,1,114,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,5,4,5,uninsightful,,Q210|uninsightful|a.g|v.g|i.g|p.g|att|u.g
4/19/2025 13:25,4/19/2025 13:27,0,100,159,1,4/19/2025 13:27,,,,,anonymous,EN,1,115,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,5,5,5,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|v.g|p.g|att|a.g|i.g|u.g
4/19/2025 13:27,4/19/2025 13:28,0,100,58,1,4/19/2025 13:28,,,,,anonymous,EN,1,116,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2025 13:25,4/19/2025 13:28,0,100,154,1,4/19/2025 13:28,,,,,anonymous,EN,1,117,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,5,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|a.n|att|u.n|p.n|i.n|v.n,
