StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,consent,pid,id,com.1,com.2,v.1_s,p.1_s,i.1_s,u.1_s,a.1_s,z,v.2_s,p.2_s,i.2_s,u.2_s,a.2_s,x.2_s,v.1_f,p.1_f,i.1_f,u.1_f,a.1_f,v.2_f,p.2_f,i.2_f,u.2_f,a.2_f,x.2_f,v.1_m,p.1_m,i.1_m,u.1_m,a.1_m,v.2_m,p.2_m,i.2_m,u.2_m,a.2_m,x.2_m,v.1_b,p.1_b,i.1_b,u.1_b,a.1_b,v.2_b,p.2_b,i.2_b,u.2_b,a.2_b,x.2_b,v.3_s,p.3_s,i.3_s,u.3_s,a.3_s,x.3_s,v.3_f,p.3_f,i.3_f,u.3_f,a.3_f,x.3_f,v.3_m,p.3_m,i.3_m,u.3_m,a.3_m,x.3_m,v.3_b,p.3_b,i.3_b,u.3_b,a.3_b,x.3_b,cvm,FL_209_DO,FL_130_DO,FL_178_DO,FL_259_DO,FL_332_DO,viennamessage_DO,viennarelevantcase_DO,merrickmessage_DO,merrickrelevantcase_DO,blockbustermessage_DO,blockbusterrelevantcase_DO,bikemessage_DO,bikerelevantcase_DO,viennairrelevantcase_DO,merrickirrelevantcase_DO,blockbusterirrelevantcase_DO,bikeirrelevantcase_DO
9/6/2024 7:49,9/6/2024 7:50,0,100,36,1,9/6/2024 7:50,,,,,anonymous,EN,1,60dd1717e164e6d439700cea,6627dd7f51bbcd2c51e582b2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2024 7:48,9/6/2024 7:50,0,100,73,1,9/6/2024 7:50,,,,,anonymous,EN,1,66d1fa4800313b08b2288d87,669021ee8c95404a5e4e688e,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2024 7:49,9/6/2024 7:50,0,100,36,1,9/6/2024 7:50,,,,,anonymous,EN,1,652e8655ecf3fa91ec62e894,667c1e54210ac579b2aefc2c,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2024 7:47,9/6/2024 7:50,0,100,157,1,9/6/2024 7:50,,,,,anonymous,EN,1,5caba2d278752a0001b2ff6f,60b8bc6da4a989f18bcbe7c4,7,1,,,,,,how small changes in business can have larger changes in the furture,,,,,,,,,,,,,,,,,,5,4,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,6,4,5,4,,,,,,,2,FL_332,,,,FL_351,,,,,Q457|i.1_m|v.1_m|a.1_m|p.1_m|u.1_m,,,,,,Q470|p.3_m|i.3_m|u.3_m|v.3_m|x.3_m|a.3_m,
9/6/2024 7:47,9/6/2024 7:50,0,100,201,1,9/6/2024 7:50,,,,,anonymous,EN,1,662f80171c8fe603ca34d904,60999a41b0da4306e160c328,7,1,,,,,,I learned that you do not need to eat pet food to gauge how well it will do on the market. i also learned that some people are crazy,,,,,,,3,2,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,4,,,,,,,,,,,,,2,FL_259,,,FL_267,,,,Q351|u.1_f|p.1_f|v.1_f|i.1_f|a.1_f,,,,,,,Q410|u.3_f|a.3_f|v.3_f|x.3_f|p.3_f|i.3_f,,
9/6/2024 7:49,9/6/2024 7:50,0,100,34,1,9/6/2024 7:50,,,,,anonymous,EN,1,66c4a2b12332c1e436988361,66af84ca247584d831714039,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2024 7:46,9/6/2024 7:50,0,100,224,1,9/6/2024 7:50,,,,,anonymous,EN,1,61347b1fcf74ba622922fb48,66c4a2b12332c1e436988361,7,1,4,4,5,4,4,"Life can be ruthless and unfair. No matter how right you may think you are, or if you have all the evidence and facts proving your statements, people will only believe a certain truth if it's close enough to their reality.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,3,3,4,,,,,,,,,,,,,,,,,,,1,FL_259,,,FL_260,,Q437|u.1_s|i.1_s|a.1_s|v.1_s|p.1_s,,,,,,,,Q450|a.3_s|x.3_s|i.3_s|p.3_s|v.3_s|u.3_s,,,
9/6/2024 7:46,9/6/2024 7:50,0,100,221,1,9/6/2024 7:50,,,,,anonymous,EN,1,60fe02e403ca7461c800b867,616581eade4c0ae2c7d47537,7,1,,,,,,"Most that I pulled out of this excerpt is that shipping companies don't care about their cargo unless they have an indication of high value, which can cause higher losses in the long run if they break something that seemingly isn't fragile but is worth a significant amount of money",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,5,3,4,5,5,6,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_178,,FL_203,,,,,,,,,Q417|v.1_b|i.1_b|a.1_b|p.1_b|u.1_b,Q423|p.2_b|x.2_b|a.2_b|u.2_b|i.2_b|v.2_b,,,,
9/6/2024 7:45,9/6/2024 7:50,0,100,321,1,9/6/2024 7:50,,,,,anonymous,EN,1,664b2e34720047913682a0e8,666988266585dfd9c2fdbdaf,7,1,,,,,,blockbuster failed to understand how subscription services will be in demand at that point in time and they missed an opportunity to own one of the best leading subscription services in the world which resulted in a huge loss in profits,,,,,,,,,,,,,,,,,,7,7,7,7,7,4,5,6,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FL_178,,FL_197,,,,,,,Q457|a.1_m|v.1_m|i.1_m|u.1_m|p.1_m,Q463|a.2_m|i.2_m|x.2_m|u.2_m|p.2_m|v.2_m,,,,,,
9/6/2024 7:46,9/6/2024 7:50,0,100,264,1,9/6/2024 7:50,,,,,anonymous,EN,1,66b3899cb004145c4c0b2124,5f45866db58295196efa95f1,7,1,,,,,,a lot that  life goes on and things are possible,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FL_178,,FL_197,,,,,,,Q457|u.1_m|i.1_m|v.1_m|a.1_m|p.1_m,Q463|i.2_m|x.2_m|a.2_m|p.2_m|u.2_m|v.2_m,,,,,,
9/6/2024 7:48,9/6/2024 7:50,0,100,126,1,9/6/2024 7:50,,,,,anonymous,EN,1,66b9ed71560a95981f2cf66d,6659f7990f2ff742156dccba,7,1,,,,,,Almost a vague anecdote,,,,,,,,,,,,,,,,,,2,1,1,2,3,2,2,3,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FL_130,FL_151,,,,,,,,Q457|a.1_m|u.1_m|v.1_m|i.1_m|p.1_m,Q463|a.2_m|i.2_m|p.2_m|u.2_m|x.2_m|v.2_m,,,,,,
9/6/2024 7:46,9/6/2024 7:50,0,100,261,1,9/6/2024 7:50,,,,,anonymous,EN,1,603fa7d057d382087d66d1c2,5caba2d278752a0001b2ff6f,7,1,5,2,6,6,6,I think the instructor could have been more clear and said something along the lines of 'your argument WILL be better received/convincing if you provide evidence of theories that support what you are trying to convey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,6,6,4,,,,,,,,,,,,,,,,,,,2,FL_332,,,,FL_333,Q437|v.1_s|p.1_s|a.1_s|u.1_s|i.1_s,,,,,,,,Q450|p.3_s|v.3_s|i.3_s|a.3_s|x.3_s|u.3_s,,,
9/6/2024 7:48,9/6/2024 7:50,0,100,100,1,9/6/2024 7:50,,,,,anonymous,EN,1,616581eade4c0ae2c7d47537,5e50ecfc5bac4311db8b381b,7,1,,,,,,shipping products listed as TVs made them less likely to be damaged in transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,3,3,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_178,,FL_203,,,,,,,,,Q417|p.1_b|v.1_b|u.1_b|a.1_b|i.1_b,Q423|u.2_b|x.2_b|i.2_b|v.2_b|p.2_b|a.2_b,,,,
9/6/2024 7:49,9/6/2024 7:50,0,100,70,1,9/6/2024 7:50,,,,,anonymous,EN,1,66bc9c6b71d2fb9466837ea5,66be07b68ab13b17e5deb846,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2024 7:50,9/6/2024 7:50,0,100,47,1,9/6/2024 7:50,,,,,anonymous,EN,1,5d4dd58bbd127b0019c6d59b,581112583caf900001fc974b,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2024 7:50,9/6/2024 7:50,0,100,50,1,9/6/2024 7:50,,,,,anonymous,EN,1,5b52fb6cb3c9400001f23bb5,669a69e15cb58008ef3213ff,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2024 7:44,9/6/2024 7:50,0,100,395,1,9/6/2024 7:50,,,,,anonymous,EN,1,66a8f97b4b08acc9a7516eeb,65d21261219285f46a28289c,7,1,7,1,7,6,5,I learnt that people have different perspectives ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,3,1,4,,,,,,,,,,,,,,,,,,,2,FL_259,,,FL_260,,Q437|u.1_s|i.1_s|p.1_s|v.1_s|a.1_s,,,,,,,,Q450|i.3_s|a.3_s|p.3_s|v.3_s|x.3_s|u.3_s,,,
9/6/2024 7:48,9/6/2024 7:51,0,100,176,1,9/6/2024 7:51,,,,,anonymous,EN,1,60999a41b0da4306e160c328,5c9ccaf35a47610018ad10f6,7,1,,,,,,I learned that you can change people's attitudes towards your product by changing the appearance of the container they were shipped it. This can help your product to arrive in the manner in which it was intended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,3,3,4,1,FL_259,,,FL_288,,,,,,,,Q417|a.1_b|i.1_b|v.1_b|u.1_b|p.1_b,,,,,Q430|p.3_b|a.3_b|x.3_b|v.3_b|u.3_b|i.3_b
9/6/2024 7:45,9/6/2024 7:51,0,100,350,1,9/6/2024 7:51,,,,,anonymous,EN,1,66cdb8a648e172d291532935,669d8e51891dd5278ef55fd0,7,1,,,,,,I have learnt  that anything  that is fragile  and needs to be transported  has to be marked fragile  so that it is easy for transporters to know what they are dealing with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,6,7,7,7,7,7,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,1,FL_178,,FL_203,,,,,,,,,Q417|u.1_b|p.1_b|i.1_b|v.1_b|a.1_b,Q423|a.2_b|i.2_b|u.2_b|v.2_b|x.2_b|p.2_b,,,,
9/6/2024 7:47,9/6/2024 7:51,0,100,215,1,9/6/2024 7:51,,,,,anonymous,EN,1,5d2b08784588590018cf70bb,66b527207f451bf6e0f07cac,7,1,4,3,4,4,3,It's easier to comprehend information and take the message it offers if it agrees with your framework for understanding the world.,5,5,6,5,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_178,,FL_179,,,Q437|v.1_s|u.1_s|i.1_s|p.1_s|a.1_s,Q443|v.2_s|a.2_s|i.2_s|u.2_s|x.2_s|p.2_s,,,,,,,,,,
9/6/2024 7:49,9/6/2024 7:51,0,100,118,1,9/6/2024 7:51,,,,,anonymous,EN,1,615c380902fd8b2ceed433d9,614f8d4ccff5a2dc57261b32,7,1,3,3,3,3,3,teaching should include more empirical examples ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,6,5,5,,,,,,,,,,,,,,,,,,,2,FL_259,,,FL_260,,Q437|p.1_s|i.1_s|a.1_s|u.1_s|v.1_s,,,,,,,,Q450|u.3_s|i.3_s|v.3_s|p.3_s|x.3_s|a.3_s,,,
9/6/2024 7:44,9/6/2024 7:51,0,100,377,1,9/6/2024 7:51,,,,,anonymous,EN,1,66b26659cee77331828f6fe2,5b87e13126d98700015ed667,7,1,,,,,,"It made me self reflect on what is valuable to Me what is useful would I use it , that's what the lesson taught me ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,4,2,4,5,5,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_130,FL_152,,,,,,,,,,Q417|u.1_b|a.1_b|v.1_b|i.1_b|p.1_b,Q423|i.2_b|a.2_b|v.2_b|x.2_b|u.2_b|p.2_b,,,,
9/6/2024 7:45,9/6/2024 7:51,0,100,346,1,9/6/2024 7:51,,,,,anonymous,EN,1,66d1923b9ba4a9b374389775,66a7d2e6f3eb8d64eebe2431,7,1,,,,,,I have learned that in business you need to consider all the aspects to make your business a success.,,,,,,,,,,,,,,,,,,7,6,7,7,7,6,5,7,6,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_130,FL_151,,,,,,,,Q457|p.1_m|i.1_m|v.1_m|a.1_m|u.1_m,Q463|u.2_m|v.2_m|x.2_m|p.2_m|a.2_m|i.2_m,,,,,,
9/6/2024 7:48,9/6/2024 7:51,0,100,197,1,9/6/2024 7:51,,,,,anonymous,EN,1,66c0e2d6afb43511390dba16,63f77f1d502d6f83277a84a1,7,1,,,,,,"You need to learn to anticipate and compensate for future trends or scenarios, and when they appear act accordingly. Not doing so can have bad outcomes.",,,,,,,,,,,,,,,,,,3,2,3,2,3,4,5,5,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_178,,FL_197,,,,,,,Q457|i.1_m|v.1_m|p.1_m|u.1_m|a.1_m,Q463|a.2_m|p.2_m|v.2_m|u.2_m|i.2_m|x.2_m,,,,,,
9/6/2024 7:49,9/6/2024 7:51,0,100,99,1,9/6/2024 7:51,,,,,anonymous,EN,1,6687fd38a6c794bd5dddef08,66c9e33199e0581a3f40ec29,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2024 7:50,9/6/2024 7:51,0,100,85,1,9/6/2024 7:51,,,,,anonymous,EN,1,602f07904b3c5c2406aff708,6682ab6807c7756e3c6d2bdd,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2024 7:50,9/6/2024 7:51,0,100,62,1,9/6/2024 7:51,,,,,anonymous,EN,1,6159f4d629a0ba3faf6b3ce7,5b6034ba0ced0a00017ba9b9,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2024 7:46,9/6/2024 7:51,0,100,304,1,9/6/2024 7:51,,,,,anonymous,EN,1,66b527207f451bf6e0f07cac,60fe02e403ca7461c800b867,7,1,,,,,,I learnt that you must alwats pay attention if i was dont payig attention i was not going to able to asnwer correct answers,,,,,,,,,,,,,,,,,,7,4,3,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,4,7,5,4,,,,,,,1,FL_332,,,,FL_351,,,,,Q457|v.1_m|a.1_m|u.1_m|p.1_m|i.1_m,,,,,,Q470|u.3_m|v.3_m|a.3_m|i.3_m|p.3_m|x.3_m,
9/6/2024 7:50,9/6/2024 7:51,0,100,91,1,9/6/2024 7:51,,,,,anonymous,EN,1,666091b0677f5a34f3c3c7f4,6014d61cac1f2b53cf63d8a5,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2024 7:47,9/6/2024 7:51,0,100,233,1,9/6/2024 7:51,,,,,anonymous,EN,1,665142de2cef092b90f2f150,665142de2cef092b90f2f150,7,1,,,,,,"By producing a product that looks more fragile, shippers will take greater care in handling the product, and customers will recieve more undamaged products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,4,1,FL_332,,,,FL_357,,,,,,,Q417|i.1_b|a.1_b|p.1_b|v.1_b|u.1_b,,,,,Q430|a.3_b|i.3_b|x.3_b|u.3_b|p.3_b|v.3_b
9/6/2024 7:48,9/6/2024 7:51,0,100,190,1,9/6/2024 7:51,,,,,anonymous,EN,1,666ab0cf3fbf566296b959ff,6625fd93ac3b8b5b4cc6fb7f,7,1,1,1,1,1,2,A well thought through article or learning material will have a greater impact than something mundane and not very targeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,6,6,4,,,,,,,,,,,,,,,,,,,2,FL_259,,,FL_260,,Q437|a.1_s|i.1_s|p.1_s|u.1_s|v.1_s,,,,,,,,Q450|p.3_s|a.3_s|u.3_s|v.3_s|i.3_s|x.3_s,,,
9/6/2024 7:50,9/6/2024 7:51,0,100,51,1,9/6/2024 7:51,,,,,anonymous,EN,1,664760075247576eec0cc024,66cf216cef76bdfb35082816,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2024 7:47,9/6/2024 7:51,0,100,279,1,9/6/2024 7:51,,,,,anonymous,EN,1,5c9ccaf35a47610018ad10f6,5b52fb6cb3c9400001f23bb5,7,1,,,,,,What the lesson was saying was you have to keep your eye on trends so as not to mis opportunities or miss the chance to change and avoid a downfall  No matter what happens you have to go with the flow.  These things I pretty much knew already.,,,,,,,,,,,,,,,,,,1,1,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,3,4,4,,,,,,,1,FL_259,,,FL_281,,,,,,Q457|a.1_m|p.1_m|u.1_m|i.1_m|v.1_m,,,,,,Q470|u.3_m|v.3_m|i.3_m|x.3_m|p.3_m|a.3_m,
9/6/2024 7:49,9/6/2024 7:51,0,100,116,1,9/6/2024 7:51,,,,,anonymous,EN,1,60b8bc6da4a989f18bcbe7c4,60cd99f1d0df72833ad4346a,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2024 7:47,9/6/2024 7:51,0,100,281,1,9/6/2024 7:51,,,,,anonymous,EN,1,66c738fbc6caec920d4a53b3,66cdb8a648e172d291532935,7,1,,,,,,how important to make a correct advertisement. it is important to give information but in correct wording!,,,,,,,3,3,4,4,4,6,6,5,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_178,,FL_185,,,,,Q351|p.1_f|a.1_f|i.1_f|u.1_f|v.1_f,Q364|i.2_f|v.2_f|u.2_f|p.2_f|a.2_f|x.2_f,,,,,,,,
9/6/2024 7:50,9/6/2024 7:51,0,100,99,1,9/6/2024 7:51,,,,,anonymous,EN,1,65e3f0d71c6e23cd9e1ec2de,66686f1722cfa00f939163dc,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2024 7:47,9/6/2024 7:51,0,100,246,1,9/6/2024 7:51,,,,,anonymous,EN,1,667abff30a4bfe675c592b14,66b26659cee77331828f6fe2,7,1,,,,,,You must give time to understand what ever you are going to subscribe to.,,,,,,,,,,,,,,,,,,3,3,3,4,5,7,7,6,4,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FL_178,,FL_197,,,,,,,Q457|a.1_m|u.1_m|v.1_m|p.1_m|i.1_m,Q463|a.2_m|p.2_m|v.2_m|x.2_m|u.2_m|i.2_m,,,,,,
9/6/2024 7:47,9/6/2024 7:52,0,100,256,1,9/6/2024 7:52,,,,,anonymous,EN,1,6676ce898c037a9a8d44b9bc,66c0e2d6afb43511390dba16,7,1,,,,,,"It wasn't bad advice, but it felt familiar. I felt like I already knew it even though I'm not sure from where. A specific example would make it more compelling.",,,,,,,5,2,4,5,5,5,7,7,6,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_130,FL_136,,,,,,Q351|u.1_f|p.1_f|a.1_f|v.1_f|i.1_f,Q364|p.2_f|i.2_f|a.2_f|u.2_f|x.2_f|v.2_f,,,,,,,,
9/6/2024 7:51,9/6/2024 7:52,0,100,56,1,9/6/2024 7:52,,,,,anonymous,EN,1,6697cb6393e3872d0c219698,66cd99ad24584f0fd79754e5,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2024 7:51,9/6/2024 7:52,0,100,44,1,9/6/2024 7:52,,,,,anonymous,EN,1,6633a4d2caa6e578e72b738f,5b8d7d77b1b22d00017e2daf,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2024 7:51,9/6/2024 7:52,0,100,63,1,9/6/2024 7:52,,,,,anonymous,EN,1,63f77f1d502d6f83277a84a1,5d89a46c6469730019ac218f,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2024 7:51,9/6/2024 7:52,0,100,60,1,9/6/2024 7:52,,,,,anonymous,EN,1,5e1f3d570e12222708fae5ce,6605c26803e0ed0bb5cdd951,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2024 7:46,9/6/2024 7:52,0,100,360,1,9/6/2024 7:52,,,,,anonymous,EN,1,65084d4d9519a12d661eff6d,60dd1717e164e6d439700cea,7,1,,,,,,"To be honest I don't think I learnt a great deal from the info shown. The statement was about how, using the same package as for fragile items, would reduce the risks for the item actually being damaged. It's not rocket science. What I mean it's that the info given wasn't nothing new or nothing that common sense doesn't know already. I hope that's helpful",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,3,3,3,2,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_130,FL_152,,,,,,,,,,Q417|a.1_b|u.1_b|i.1_b|p.1_b|v.1_b,Q423|v.2_b|p.2_b|a.2_b|u.2_b|i.2_b|x.2_b,,,,
9/6/2024 7:50,9/6/2024 7:52,0,100,108,1,9/6/2024 7:52,,,,,anonymous,EN,1,66081c8ee86e41de1b1bf164,66572d13d17105148da59264,7,1,4,3,2,3,4,"not a lot, some people no matter what will change their minds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,3,4,,,,,,,,,,,,,,,,,,,2,FL_332,,,,FL_333,Q437|a.1_s|v.1_s|p.1_s|u.1_s|i.1_s,,,,,,,,Q450|i.3_s|a.3_s|p.3_s|x.3_s|u.3_s|v.3_s,,,
9/6/2024 7:51,9/6/2024 7:52,0,100,59,1,9/6/2024 7:52,,,,,anonymous,EN,1,6697d5381b0e8c6d62d7b0e2,665336d0efd7003d4b153755,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2024 7:49,9/6/2024 7:52,0,100,176,1,9/6/2024 7:52,,,,,anonymous,EN,1,663390d518d57b7e28e891bc,5b951d4f769db30001b58531,7,1,5,4,4,3,6,"I believe in order for me to be swayed by the right direction I inherently might think one thing, however if I am swayed by a more vocal counterpart, in either direction, I can be easily more compelled to choose a vocal person, however more likely if they agree with me ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,3,6,4,,,,,,,,,,,,,,,,,,,1,FL_332,,,,FL_333,Q437|a.1_s|p.1_s|u.1_s|i.1_s|v.1_s,,,,,,,,Q450|i.3_s|a.3_s|v.3_s|x.3_s|u.3_s|p.3_s,,,
9/6/2024 7:44,9/6/2024 7:52,0,100,480,1,9/6/2024 7:52,,,,,anonymous,EN,1,66c201176ef35b95f0489636,65e07541b43de4b52497d0b6,7,1,,,,,,Finer details in an article or products can change how consumers perceive the product. It is important to be honest about what the product does or how it functions.,,,,,,,6,6,6,7,6,6,5,7,6,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_178,,FL_185,,,,,Q351|u.1_f|i.1_f|v.1_f|a.1_f|p.1_f,Q364|p.2_f|x.2_f|v.2_f|u.2_f|i.2_f|a.2_f,,,,,,,,
9/6/2024 7:48,9/6/2024 7:52,0,100,210,1,9/6/2024 7:52,,,,,anonymous,EN,1,6086846efe1bf3e6fff790db,56abcb46f209e0000adab961,7,1,,,,,,If you don't adapt to changing circumstances you run the risk of missing out on business opportunities.,,,,,,,,,,,,,,,,,,4,1,4,4,7,2,1,4,2,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_130,FL_151,,,,,,,,Q457|i.1_m|u.1_m|a.1_m|v.1_m|p.1_m,Q463|a.2_m|u.2_m|v.2_m|i.2_m|x.2_m|p.2_m,,,,,,
9/6/2024 7:36,9/6/2024 7:52,0,100,925,1,9/6/2024 7:52,,,,,anonymous,EN,1,669a7d5f416e965c4a547ab0,5ff8442a0d726a59d5325267,7,1,,,,,,I learned that businesses should reach out to their customers and try to address our fix their concerns. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,4,6,3,1,FL_259,,,FL_288,,,,,,,,Q417|a.1_b|i.1_b|p.1_b|u.1_b|v.1_b,,,,,Q430|i.3_b|a.3_b|x.3_b|u.3_b|v.3_b|p.3_b
9/6/2024 7:51,9/6/2024 7:52,0,100,61,1,9/6/2024 7:52,,,,,anonymous,EN,1,61645b6a84fd53f7290a4837,5c9a994ad55db20014aba191,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2024 7:52,9/6/2024 7:52,0,100,27,1,9/6/2024 7:52,,,,,anonymous,EN,1,6130b0a83d0cfb9dda0f7b8e,60ddc3ddb351085a0ceab3f7,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
